#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC4210                 | UGC07264,SDSSJ121515.85+655907.1,SDSSJ121515.84+655907.4,SDSSJ121515.84+655907.2,SDSSJ121515.84+655907.1,PGC039184,NGC4210,MCG+11-15-039,LGG277:[G93]001,IRAS12128+6615,CGCG315-028,2MASXJ12151588+6559075                                                                                                           |     39184 |  33.19 |    NaN |   12.25440 |   65.98536 |     2711 |        5 |     2732 |        6 |     2980 |   96.2 |   46.2 |     0.14 |     0.05 | Sb    | B    | R     |           |             |   3.1 |   0.4 |     1.29 |     0.06 | 118.64 |   6.13 | 164.43 |   8.85 |  16.01 |   0.09 |  13.11 |   0.08 |  13.19 |    NaN |    NaN |  12.19 |
  IC0776                  | VV614,VCC0318,UGC07352,SDSSJ121903.12+085122.1,PGC039613,MCG+02-31-088,LGG281:[G93]005,IC0776,HIPASSJ1218+08,EVCC0321,CGCG070-005,AGC007352                                                                                                                                                                          |     39613 |  32.84 |  32.53 |   12.31754 |    8.85603 |     2468 |        4 |     2468 |        3 |     2537 |   92.5 |   66.6 |     0.26 |     0.03 | SBd   | B    |       | M         |             |   7.9 |   0.7 |     1.05 |     0.06 |  70.23 |   1.79 |  76.50 |   1.98 |  14.98 |   0.09 |    NaN |   0.09 |  13.78 |    NaN |    NaN |  13.95 |
  NGC4384                 | UGC07506,SDSSJ122511.99+543022.2,SDSSJ122511.98+543022.4,SDSSJ122511.98+543022.3,SDSSJ122511.98+543022.2,SDSSJ122511.42+543021.8,SBS1222+547,PGC040475,NGC4384,MRK0207,MCG+09-20-168,IRAS12227+5446,CGCG269-055,2MASXJ12251201+5430220                                                                               |     40475 |  33.01 |  31.22 |   12.41998 |   54.50620 |     2499 |        8 |     2531 |        4 |     2745 |   84.9 |   41.7 |     0.11 |     0.04 | Sa    |      |       | M         |             |   1.2 |   0.7 |     1.10 |     0.07 |  65.98 |   2.94 |  99.20 |   4.67 |  16.01 |   0.13 |  12.26 |   0.08 |  13.30 |  -0.28 |   0.40 |  12.89 |
  NGC4470                 | VCC1205,UGC07627,SDSSJ122937.78+074927.1,SDSSJ122937.77+074927.1,SDSSJ122937.77+074926.8,SDSSJ122937.77+074926.7,PGC041189,NGC4610,NGC4470,MCG+01-32-082,IRAS12270+0806,HIPASSJ1229+07,EVCC0743,CGCG042-132,AGC007627,2MASXJ12293780+0749266                                                                         |     41189 |  32.73 |  31.18 |   12.49383 |    7.82411 |     2337 |        2 |     2340 |        3 |     2404 |    1.1 |   50.6 |     0.17 |     0.04 | Sab   |      |       | M         |             |   1.9 |   2.1 |     1.11 |     0.07 |  59.63 |   1.73 |  77.18 |   2.35 |  15.22 |   0.17 |  12.33 |   0.10 |  12.73 |    NaN |    NaN |  12.06 |
  NGC4630                 | VCC1923,UGC07871,SDSSJ124231.12+035736.8,SDSSJ124231.09+035732.9,PGC042688,NGC4630,MCG+01-32-136,LGG292:[G93]052,IRAS12399+0414,HIPASSJ1242+03,EVCC1069,CGCG043-001,CGCG042-208,AGC007871,2MASXJ12423114+0357372                                                                                                     |     42688 |  30.40 |  30.99 |   12.70865 |    3.95976 |      733 |        4 |      741 |        3 |      787 |   10.2 |   49.1 |     0.14 |     0.02 | I     | B    |       | M         |             |   9.7 |   1.3 |     1.22 |     0.04 |  58.57 |   1.55 |  77.42 |   2.13 |  15.38 |   0.15 |  12.07 |   0.13 |  12.65 |    NaN |    NaN |  12.18 |
  NGC4644                 | UGC07887,SDSSJ124242.66+550843.9,SDSSJ124242.66+550843.8,SDSSJ124242.65+550844.0,SDSSJ124242.65+550843.9,SDSSJ124242.65+550843.8,SBS1240+554B,PGC042708,NGC4644,MCG+09-21-030,LGG300:[G93]001,KPG352A,CGCG270-014,2MASXJ12424266+5508435                                                                             |     42708 |  34.39 |    NaN |   12.71185 |   55.14550 |     4928 |        5 |     4900 |        9 |     5180 |   51.1 |   70.0 |     0.38 |     0.05 | Sb    | B    |       | M         |             |   3.1 |   0.6 |     1.18 |     0.07 | 179.79 |  11.22 | 191.36 |  12.02 |  15.82 |   0.20 |    NaN |   0.09 |  13.93 |   0.22 |   0.66 |  13.20 |
  NGC4711                 | UGC07973,SDSSJ124845.87+351957.7,SDSSJ124845.86+351957.7,PGC043286,NGC4711,MCG+06-28-033,IRAS12463+3536,IC3804,CGCG188-022,2MASXJ12484584+3519581                                                                                                                                                                    |     43286 |  33.95 |    NaN |   12.81274 |   35.33271 |     4051 |        3 |     4062 |        9 |     4244 |   40.9 |   58.5 |     0.25 |     0.05 | SBb   | B    |       |           |             |   3.2 |   0.7 |     1.08 |     0.08 | 129.73 |  12.92 | 152.17 |  15.29 |  15.52 |   0.39 |  13.41 |   0.09 |  13.74 |    NaN |    NaN |  12.81 |
  UGC08004                | UGC08004,SDSSJ125137.97+312109.9,SDSSJ125137.96+312109.9,PGC043575,MCG+05-30-107,CGCG159-096,2MASXJ12513792+3121105                                                                                                                                                                                                  |     43575 |  34.84 |  34.67 |   12.86054 |   31.35279 |     6183 |        3 |     6187 |        6 |     6362 |    5.6 |   68.7 |     0.40 |     0.03 | SABc  | B    |       |           |             |   6.4 |   0.8 |     1.04 |     0.05 | 133.25 |   3.25 | 143.01 |   3.52 |  15.85 |   0.15 |    NaN |   0.06 |  14.30 |    NaN |    NaN |  13.74 |
  UGC08107                | UGC08107,SDSSJ125939.78+532028.2,SDSSJ125939.77+532028.3,SDSSJ125939.77+532028.2,PGC044641,MCG+09-21-077,IRAS12574+5336,CGCG270-037,2MASXJ12593965+5320286                                                                                                                                                           |     44641 |  35.48 |    NaN |   12.99437 |   53.34127 |     8296 |        4 |     8304 |        7 |     8547 |   51.9 |   83.8 |     0.37 |     0.05 | IB    | B    |       | M         |             |   9.7 |   1.2 |     1.36 |     0.05 | 361.44 |  16.88 | 363.60 |  17.14 |  15.26 |   0.60 |  13.36 |   0.10 |  13.79 |   0.49 |   0.52 |  13.01 |
  UGC08234                | [RC2]A1306+62,UGC08234,SDSSJ130846.50+621618.0,SDSSJ130846.49+621618.2,PGC045572,MCG+10-19-040,CGCG316-011,2MASXJ13084652+6216177                                                                                                                                                                                    |     45572 |  35.43 |    NaN |   13.14625 |   62.27165 |     8109 |       50 |      NaN |      NaN |     8379 |  142.1 |   80.2 |     0.39 |     0.06 | S0-a  | B    |       |           |             |  -0.2 |   0.6 |     1.21 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.07 |  13.43 |    NaN |    NaN |  12.49 |
  UGC08250                | UGC08250,SDSSJ131020.14+322859.5,SDSSJ131020.14+322859.4,SDSSJ131020.13+322859.5,SDSSJ131020.13+322859.4,PGC045700,MCG+06-29-049,CGCG189-032,2MFGC10494,2MASXJ13102006+3228544                                                                                                                                       |     45700 |  34.50 |    NaN |   13.17225 |   32.48279 |     5267 |        4 |     5273 |        5 |     5456 |   12.6 |   83.9 |     0.68 |     0.03 | Sc    |      |       |           |             |   5.9 |   0.5 |     1.12 |     0.03 | 125.72 |   4.77 | 126.43 |   4.80 |  16.02 |   0.25 |    NaN |   0.06 |  14.22 |    NaN |    NaN |  13.93 |
  NGC5000                 | [WTK2001]J130947.44+285423.0,VV460,UGC08241,SDSSJ130947.48+285425.0,SDSSJ130947.48+285424.9,PGC045658,NGC5000,MCG+05-31-144,IRAS13073+2910,CGCG160-152,AGC008241,2MASXJ13094745+2854250                                                                                                                              |     45658 |  34.62 |    NaN |   13.16319 |   28.90687 |     5594 |        5 |     5611 |        4 |     5769 |   63.0 |   38.4 |     0.10 |     0.03 | Sbc   | B    | R     | M         |             |   3.8 |   0.7 |     1.11 |     0.05 |  65.92 |   3.03 | 106.05 |   5.08 |  15.69 |   0.17 |  13.04 |   0.04 |  13.75 |   0.08 |   0.64 |  12.65 |
  NGC5029                 | UGC08293,SDSSJ131237.59+470347.8,PGC045880,NGC5029,MCG+08-24-087,CGCG245-032,2MASXJ13123755+4703480                                                                                                                                                                                                                  |     45880 |  35.58 |    NaN |   13.21044 |   47.06329 |     8694 |        2 |      NaN |      NaN |     8931 |  147.3 |   90.0 |     0.21 |     0.03 | E     |      |       |           |             |  -4.8 |   0.6 |     1.18 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  13.93 |    NaN |    NaN |  12.31 |
  NGC5056                 | UGC08337,SDSSJ131612.32+305701.1,PGC046180,NGC5056,MCG+05-31-166,KUG1313+312,IRAS13138+3112,CGCG160-173,2MASXJ13161233+3057009                                                                                                                                                                                       |     46180 |  34.62 |    NaN |   13.27009 |   30.95027 |     5593 |        5 |     5592 |        4 |     5777 |    0.7 |   61.4 |     0.30 |     0.02 | SABc  | B    |       |           |             |   5.8 |   0.6 |     1.21 |     0.03 | 157.49 |   2.89 | 179.36 |   3.35 |  15.35 |   0.09 |  12.83 |   0.05 |  13.11 |  -0.12 |   0.47 |  12.32 |
  NGC5157                 | UGC08455,SDSSJ132716.85+320150.6,SDSSJ132716.85+320150.5,SDSSJ132716.84+320150.5,PGC047131,NGC5157,MCG+05-32-021,CGCG161-056,2MASXJ13271683+3201505                                                                                                                                                                  |     47131 |  35.19 |    NaN |   13.45468 |   32.03071 |     7308 |        3 |     7294 |        8 |     7499 |  115.5 |   35.4 |     0.08 |     0.03 | Sa    | B    | R     |           |             |   1.1 |   0.6 |     1.12 |     0.04 | 241.95 |   8.09 | 417.33 |  15.09 |  16.85 |   0.30 |    NaN |   0.06 |  13.79 |    NaN |    NaN |  12.27 |
  NGC5218                 | VV033:,UGC08529,SDSSJ133210.40+624603.9,SDSSJ133210.37+624603.8,SDSSJ133210.36+624604.0,SDSSJ133210.34+624603.9,SDSSJ133210.34+624603.8,PGC047603,NGC5218,MCG+11-17-005,LGG354:[G93]002,IRAS13304+6301,CGCG317-003,CGCG316-020,ARP104:,2MASXJ13321042+6246039                                                        |     47603 |  33.30 |  33.45 |   13.53622 |   62.76774 |     2855 |        5 |     2880 |        8 |     3130 |   93.4 |   51.1 |     0.18 |     0.03 | SBb   | B    |       | M         |             |   3.1 |   0.5 |     1.26 |     0.04 | 146.86 |   9.78 | 188.67 |  12.74 |  15.19 |   0.09 |  10.95 |   0.09 |  12.73 |   0.18 |   0.70 |  11.77 |
  UGC08662                | UGC08662,SDSSJ134117.25+334621.4,RFGC2630,PGC048441,MCG+06-30-069,KUG1339+340,FGC1657,AGC008662                                                                                                                                                                                                                      |     48441 |  32.55 |  32.75 |   13.68813 |   33.77261 |     2026 |        1 |     2034 |        4 |     2228 |   72.9 |   85.9 |     0.72 |     0.03 | Sc    |      |       |           |             |   6.0 |   0.6 |     1.16 |     0.03 |  74.74 |   2.74 |  74.93 |   2.75 |  16.24 |   0.30 |    NaN |   0.06 |  14.28 |    NaN |    NaN |  14.64 |
  NGC5267                 | UGC08655,SDSSJ134039.96+384738.7,SDSSJ134039.96+384738.6,SDSSJ134039.95+384738.7,PGC048393,NGC5267,MCG+07-28-049,CGCG218-036,2MASXJ13403994+3847384                                                                                                                                                                  |     48393 |  34.75 |    NaN |   13.67777 |   38.79404 |     5917 |        3 |      NaN |      NaN |     6135 |   53.3 |   75.1 |     0.45 |     0.03 | SBb   | B    | R     |           |             |   3.0 |   0.5 |     1.19 |     0.04 |  69.82 |   4.22 |  72.26 |   4.38 |  17.68 |   0.20 |    NaN |   0.05 |  13.38 |    NaN |    NaN |  12.47 |
  UGC08733                | UGC08733,SDSSJ134838.99+432444.8,SDSSJ134838.99+432444.7,SDSSJ134838.97+432444.9,SDSSJ134838.97+432444.8,PGC048989,MCG+07-28-070,LGG358:[G93]002,CGCG218-050,2MASXJ13483911+4324447                                                                                                                                  |     48989 |  32.87 |  32.40 |   13.81084 |   43.41243 |     2336 |        4 |     2335 |        4 |     2571 |    6.3 |   62.1 |     0.31 |     0.03 | Sc    | B    |       | M         |             |   6.0 |   0.7 |     1.29 |     0.03 |  80.92 |   2.31 |  91.52 |   2.65 |  14.59 |   0.11 |    NaN |   0.08 |  13.93 |    NaN |    NaN |  13.34 |
  NGC5320                 | UGC08749,SDSSJ135020.38+412158.4,SDSSJ135020.38+412158.3,PGC049112,NGC5320,MCG+07-28-076,LGG361:[G93]012,IRAS13482+4136,CGCG219-001,CGCG218-056,2MASXJ13502037+4121588                                                                                                                                               |     49112 |  33.10 |  32.80 |   13.83899 |   41.36619 |     2610 |        2 |     2610 |        5 |     2839 |   17.4 |   61.9 |     0.30 |     0.03 | SABc  | B    |       |           |             |   5.1 |   0.5 |     1.26 |     0.04 | 136.72 |   3.21 | 155.06 |   3.69 |  14.27 |   0.10 |  12.86 |   0.03 |  12.80 |    NaN |    NaN |  11.92 |
  IC0944                  | UGC08766,SDSSJ135130.87+140532.0,SDSSJ135130.86+140531.9,PGC049204,MCG+02-35-019,KUG1349+143,KPG400B,IRAS13490+1420,IC0944,CGCG073-085,ALFALFA1-682,AGC008766,2MFGC11189,2MASXJ13513089+1405316                                                                                                                      |     49204 |  35.08 |    NaN |   13.85857 |   14.09210 |     6996 |        1 |     6995 |        4 |     7119 |  106.5 |   67.6 |     0.31 |     0.06 | Sa    |      |       |           |             |   1.1 |   0.6 |     1.18 |     0.07 | 298.46 |   7.83 | 322.88 |   8.71 |  16.79 |   0.22 |  13.22 |   0.11 |  13.89 |    NaN |    NaN |  12.35 |
  NGC5358                 | UGC08826,SDSSJ135400.42+401638.4,SDSSJ135400.41+401638.3,PGC049389,NGC5358,MCG+07-29-013,LGG361:[G93]017,HCG068E,EONJ208.502+40.277,EGISJ135400.4+401638,CGCG219-022,2MASXJ13540043+4016387                                                                                                                          |     49389 |  32.91 |    NaN |   13.90011 |   40.27733 |     2408 |       14 |     2319 |        6 |     2634 |  137.8 |   90.0 |     0.47 |     0.03 | S0-a  | B    |       |           |             |  -0.4 |   0.8 |     1.05 |     0.04 | 131.19 |   5.81 | 131.19 |    NaN |  15.87 |   0.34 |    NaN |   0.04 |  14.43 |    NaN |    NaN |  13.19 |
  NGC5376                 | UGC08852,SDSSJ135516.06+593023.8,SDSSJ135516.05+593023.8,SDSSJ135516.05+593023.7,SDSSJ135516.04+593024.1,SDSSJ135516.04+593023.8,PGC049489,NGC5376,MCG+10-20-047,LGG360:[G93]007,IRAS13536+5945,CGCG295-025,2MASXJ13551606+5930241                                                                                   |     49489 |  32.66 |  33.64 |   13.92113 |   59.50663 |     2071 |        1 |     2076 |        7 |     2344 |   66.3 |   54.8 |     0.21 |     0.05 | SABa  | B    | R     |           |             |   2.4 |   0.6 |     1.17 |     0.08 | 135.00 |   7.20 | 165.31 |   9.04 |  16.55 |   0.09 |  12.77 |   0.06 |  12.63 |    NaN |    NaN |  11.53 |
  NGC5378                 | UGC08869,SDSSJ135651.02+374750.1,SDSSJ135651.01+374750.0,PGC049598,NGC5378,MCG+06-31-027,LGG364:[G93]002,CGCG191-020,2MASXJ13565101+3747494                                                                                                                                                                          |     49598 |  33.36 |    NaN |   13.94750 |   37.79722 |     2986 |        2 |     3000 |        6 |     3205 |   73.4 |   42.0 |     0.11 |     0.03 | Sa    | B    | R     |           |             |   1.0 |   0.4 |     1.31 |     0.03 | 209.65 |  12.26 | 313.39 |  18.85 |  15.93 |   0.27 |    NaN |   0.06 |  13.39 |    NaN |    NaN |  12.17 |
  NGC5423                 | [KG2002]J140248.69+092027.3,UGC08952,SDSSJ140248.62+092029.0,SDSSJ140248.62+092028.9,PGC050028,NPM1G+09.0354,NGC5423,MCG+02-36-017,CGCG074-059,2MASXJ14024862+0920293                                                                                                                                                |     50028 |  34.71 |    NaN |   14.04684 |    9.34132 |     5911 |        2 |      NaN |      NaN |     6016 |   75.3 |   74.7 |     0.23 |     0.06 | E-S0  |      |       |           |             |  -3.1 |   0.6 |     1.19 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  13.60 |    NaN |   0.86 |  12.32 |
  UGC08909                | UGC08909,SDSSJ135837.89+604748.8,SDSSJ135837.89+604748.6,SDSSJ135837.89+604748.5,SDSSJ135837.88+604748.6,PGC049741,MCG+10-20-056,CGCG295-030                                                                                                                                                                         |     49741 |  32.21 |    NaN |   13.97719 |   60.79686 |     1618 |        7 |     1627 |        6 |     1894 |   57.7 |   42.3 |     0.13 |     0.03 | SABc  | B    |       |           |             |   6.9 |   0.6 |     1.14 |     0.04 |  63.40 |   2.56 |  94.20 |   3.93 |  15.36 |   0.27 |    NaN |   0.07 |  14.38 |    NaN |    NaN |  13.69 |
  UGC08988                | UGC08988,SDSSJ140320.26+605924.5,SDSSJ140320.23+605924.8,SDSSJ140320.22+605924.9,SDSSJ140320.22+605924.7,RFGC2703,PGC050069,MCG+10-20-069,FGC1709,EONJ210.847+60.990,EGISJ140320.2+605925,CGCG295-034,2MFGC11380,2MASXJ14032033+6059248                                                                              |     50069 |  32.70 |  32.63 |   14.05562 |   60.99020 |     2079 |        2 |     2080 |        6 |     2356 |  173.9 |   80.6 |     0.61 |     0.04 | Sc    |      |       |           |             |   5.9 |   0.5 |     1.17 |     0.03 |  92.41 |   3.50 |  93.66 |   3.56 |  16.36 |   0.27 |    NaN |   0.07 |  14.22 |    NaN |    NaN |  13.98 |
  NGC5475                 | UGC09016,SDSSJ140512.42+554430.7,SDSSJ140512.41+554430.7,SDSSJ140512.41+554430.6,SDSSJ140512.40+554430.9,PGC050231,NGC5475,MCG+09-23-033,LGG373:[G93]003,CGCG272-024,2MFGC11412,2MASXJ14051234+5544304                                                                                                               |     50231 |  32.25 |    NaN |   14.08678 |   55.74185 |     1647 |        1 |      NaN |      NaN |     1915 |  165.8 |   90.0 |     0.53 |     0.03 | Sa    |      |       |           |             |   0.8 |   1.2 |     1.29 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  12.93 |    NaN |    NaN |  11.88 |
  UGC09071                | UGC09071,SDSSJ141003.09+541305.9,SDSSJ141003.08+541305.9,SDSSJ141003.08+541305.8,SDSSJ141003.07+541306.1,PGC050581,MCG+09-23-046,LGG373:[G93]006,CGCG272-038,2MFGC11489,2MASXJ14100305+5413067                                                                                                                       |     50581 |  32.43 |  32.45 |   14.16752 |   54.21836 |     1824 |        2 |     1827 |        4 |     2089 |   37.7 |   83.8 |     0.68 |     0.02 | Sc    | B    |       |           |             |   5.9 |   0.6 |     1.25 |     0.03 |  84.38 |   2.86 |  84.87 |   2.89 |  15.42 |   0.09 |    NaN |   0.07 |  13.69 |    NaN |    NaN |  13.69 |
  NGC5520                 | UGC09097,SDSSJ141222.81+502054.3,SDSSJ141222.80+502054.4,SDSSJ141222.51+502052.1,PGC050728,NGC5520,MCG+08-26-013,LGG372:[G93]006,IRAS14105+5034,CGCG272-043,2MASXJ14122277+5020543                                                                                                                                   |     50728 |  32.47 |  32.91 |   14.20634 |   50.34845 |     1877 |        4 |     1877 |        6 |     2134 |   65.7 |   63.9 |     0.30 |     0.06 | Sb    |      |       |           |             |   3.1 |   0.4 |     1.21 |     0.07 | 122.69 |   5.25 | 136.68 |   5.95 |  15.31 |   0.09 |  12.08 |   0.08 |  12.78 |    NaN |    NaN |  12.08 |
  IC0995                  | UGC09145,SDSSJ141631.10+574836.8,SDSSJ141631.10+574836.4,SDSSJ141631.09+574836.6,PGC050990,MCG+10-20-091,IC0995,CGCG295-042,2MFGC11593,2MASXJ14163108+5748373                                                                                                                                                        |     50990 |  33.46 |    NaN |   14.27530 |   57.81024 |     3128 |        2 |     3123 |       12 |     3402 |  147.1 |   90.0 |     0.58 |     0.03 | Sd    | B    |       | M         |             |   7.9 |   0.8 |     1.22 |     0.05 | 112.79 |   7.02 | 112.79 |    NaN |  15.75 |   0.25 |    NaN |   0.06 |  13.49 |    NaN |    NaN |  13.79 |
  NGC5533                 | UGC09133,SDSSJ141607.74+352037.7,PGC050973,NGC5533,MCG+06-31-089,LGG380:[G93]001,IRAS14140+3534,CGCG191-072,2MASXJ14160771+3520373                                                                                                                                                                                   |     50973 |  33.87 |  33.38 |   14.26881 |   35.34376 |     3864 |        3 |     3864 |        3 |     4079 |   28.2 |   60.3 |     0.26 |     0.03 | SABa  | B    |       |           |             |   2.4 |   0.6 |     1.46 |     0.03 | 205.62 |   2.96 | 236.80 |   3.52 |  13.81 |   0.22 |  12.77 |   0.06 |  12.23 |    NaN |   0.78 |  10.51 |
  NGC5519                 | UGC09111,SDSSJ141420.87+073057.2,SDSSJ141420.86+073057.2,PGC050865,NGC5570,NGC5519,MCG+01-36-025,CGCG046-070,AGC009111,2MASXJ14142084+0730575                                                                                                                                                                        |     50865 |  35.20 |    NaN |   14.23913 |    7.51591 |     7450 |        2 |     7452 |        3 |     7548 |   76.5 |   57.2 |     0.22 |     0.04 | SBa   | B    |       |           |             |   1.1 |   0.6 |     1.25 |     0.05 | 167.73 |   4.15 | 199.50 |   5.10 |  16.28 |   0.09 |    NaN |   0.12 |  14.07 |    NaN |    NaN |  12.92 |
  NGC5532                 | [MLO2002]J141652.8+104833,UGC09137,SDSSJ141652.95+104826.7,SDSSJ141652.94+104826.7,PGC051006,NGC5532,MRC1414+110,MCG+02-36-062,CGCG074-156,4C+10.39,3C296,2MASXJ14165292+1048264                                                                                                                                     |     51006 |  35.20 |    NaN |   14.28137 |   10.80767 |     7408 |        3 |      NaN |      NaN |     7523 |  144.1 |   39.6 |     0.08 |     0.03 | S0    |      |       | M         |             |  -2.1 |   0.7 |     1.37 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  12.73 |   0.58 |   0.91 |  11.39 |
  NGC5602                 | UGC09210,SDSSJ142218.83+503004.8,PGC051340,NGC5602,MCG+09-24-002,LGG384:[G93]001,CGCG273-004,2MASXJ14221883+5030051                                                                                                                                                                                                  |     51340 |  32.80 |    NaN |   14.37190 |   50.50136 |     2220 |        6 |     2220 |        8 |     2479 |  167.3 |   64.8 |     0.28 |     0.05 | Sa    |      | R     |           |             |   0.8 |   0.8 |     1.12 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.03 |    NaN |    NaN |  11.32 |
  IC0994                  | [MLO2002]J141822.6+111144,UGC09153,SDSSJ141822.63+111142.6,SDSSJ141822.63+111142.5,PGC051095,MCG+02-36-064,IC0994,CGCG075-002,CGCG074-161,2MASXJ14182261+1111424                                                                                                                                                     |     51095 |  35.18 |    NaN |   14.30628 |   11.19524 |     7325 |        3 |      NaN |      NaN |     7442 |   12.9 |   75.3 |     0.39 |     0.03 | SABa  | B    |       | M         |             |   1.0 |   0.8 |     1.17 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  14.03 |    NaN |    NaN |  12.84 |
  NGC5557                 | UGC09161,SDSSJ141825.72+362936.8,PGC051104,NGC5557,MCG+06-31-093,LGG378:[G93]001,CGCG191-074,2MASXJ14182570+3629372                                                                                                                                                                                                  |     51104 |  33.49 |  32.58 |   14.30715 |   36.49356 |     3213 |       13 |      NaN |      NaN |     3432 |   97.0 |   90.0 |     0.31 |     0.03 | E     |      |       |           |             |  -4.7 |   0.7 |     1.36 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.03 |  11.86 |   0.51 |   0.87 |    NaN |
  NGC5559                 | UGC09166,SDSSJ141912.78+244755.4,PGC051155,NGC5559,MCG+04-34-017,LGG381:[G93]002,IRAS14169+2501,CGCG133-032,AGC009166,2MFGC11636,2MASXJ14191279+2447550                                                                                                                                                              |     51155 |  34.45 |    NaN |   14.32022 |   24.79873 |     5156 |        7 |     5168 |        4 |     5333 |   65.4 |   81.5 |     0.53 |     0.03 | Sb    | B    |       |           |             |   3.1 |   0.5 |     1.12 |     0.04 | 175.57 |   6.43 | 177.54 |   6.52 |  15.85 |   0.16 |  13.03 |   0.09 |  13.81 |    NaN |    NaN |  12.77 |
  NGC5622                 | UGC09248,SDSSJ142612.20+483350.4,SDSSJ142612.19+483350.4,SDSSJ142612.19+483350.3,PGC051541,NGC5622,MCG+08-26-032,KIG0630,IRAS14244+4847,CGCG247-028,2MASXJ14261219+4833503                                                                                                                                           |     51541 |  33.89 |    NaN |   14.43672 |   48.56397 |     3872 |        2 |     3868 |        5 |     4127 |   85.7 |   58.2 |     0.24 |     0.02 | Sb    |      | R     |           |             |   3.1 |   0.5 |     1.13 |     0.04 | 148.00 |   4.38 | 174.08 |   5.23 |  15.73 |   0.10 |    NaN |   0.10 |  13.68 |    NaN |    NaN |  12.86 |
  NGC5614                 | VV077:,UGC09226,SDSSJ142407.58+345131.8,PGC051439,NGC5614,MCG+06-32-022,LGG380:[G93]003,IRAS14220+3505,CGCG192-014,ARP178:,2MASXJ14240759+3451320                                                                                                                                                                    |     51439 |  33.89 |    NaN |   14.40211 |   34.85885 |     3898 |        7 |     3892 |        5 |     4113 |  150.0 |   36.2 |     0.08 |     0.05 | Sab   |      | R     | M         |             |   1.7 |   0.7 |     1.39 |     0.03 |  86.83 |   4.73 | 146.91 |   8.66 |  16.27 |   0.12 |  12.32 |   0.07 |  12.36 |   0.39 |   0.80 |    NaN |
  NGC5611                 | UGC09227,SDSSJ142404.77+330250.6,PGC051431,NGC5611,MCG+06-32-020,EONJ216.020+33.047,EGISJ142404.8+330251,CGCG192-013,2MASXJ14240477+3302510                                                                                                                                                                          |     51431 |  32.51 |  31.99 |   14.40133 |   33.04747 |     1954 |       25 |      NaN |      NaN |     2163 |   65.0 |   90.0 |     0.36 |     0.06 | S0    |      |       |           |             |  -1.9 |   0.5 |     1.13 |     0.09 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  13.38 |    NaN |    NaN |  12.06 |
  NGC5610                 | UGC09230,SDSSJ142422.94+243650.8,SDSSJ142422.93+243650.8,PGC051450,NGC5610,MCG+04-34-025,LGG381:[G93]003,IRAS14221+2450,CGCG133-049,AGC009230,2MASXJ14242294+2436513                                                                                                                                                 |     51450 |  34.40 |    NaN |   14.40638 |   24.61408 |     5056 |        4 |     5050 |        4 |     5232 |  104.6 |   79.7 |     0.46 |     0.02 | SBab  | B    |       |           |             |   1.6 |   0.7 |     1.24 |     0.04 | 184.82 |   5.14 | 187.86 |   5.25 |  16.29 |   0.09 |  11.44 |   0.10 |  13.62 |    NaN |    NaN |  12.27 |
  NGC5631                 | UGC09261,SDSSJ142633.29+563457.4,PGC051564,NGC5631,MCG+10-21-002,CGCG296-005,2MASXJ14263328+5634575                                                                                                                                                                                                                  |     51564 |  32.55 |  32.20 |   14.44258 |   56.58263 |     1953 |       10 |     1979 |       29 |     2226 |    NaN |    0.0 |     0.00 |     0.06 | S0    |      |       |           |             |  -2.0 |   0.7 |     1.29 |     0.07 | 165.36 |  14.29 |    NaN |    NaN |  15.84 |   0.31 |    NaN |   0.09 |  12.36 |   0.40 |   0.88 |    NaN |
  NGC5623                 | UGC09260,SDSSJ142708.65+331509.0,PGC051598,NGC5623,MCG+06-32-035,CGCG192-021                                                                                                                                                                                                                                         |     51598 |  33.59 |    NaN |   14.45240 |   33.25252 |     3365 |       26 |      NaN |      NaN |     3575 |   17.0 |   90.0 |     0.18 |     0.06 | E     | B    |       |           |             |  -4.7 |   0.8 |     1.22 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  13.56 |    NaN |    NaN |    NaN |
