#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC4684                 | UGC07951,PGC043149,NGC4684,MCG+00-33-011,IRAS12447-0227,EVCC2224,CGCG015-019,2MASXJ12471748-0243391                                                                                                                                                                  |     43149 |  31.86 |  30.63 |   12.78819 |   -2.72741 |     1594 |        6 |     1595 |        9 |     1616 |   17.9 |   90.0 |     0.49 |     0.06 | S0-a  | B    | R     |           |             |  -1.2 |   0.9 |     1.47 |     0.04 | 101.73 |   5.72 | 101.73 |    NaN |  17.74 |   0.60 |  12.87 |   0.12 |  12.02 |    NaN |    NaN |  10.73 |
  NGC3156                 | UGC05503,SDSSJ101241.25+030745.7,SDSSJ101241.24+030745.7,PGC029730,NGC3156,MCG+01-26-019,LGG192:[G93]001,CGCG036-057,2MASXJ10124120+0307455                                                                                                                          |     29730 |  31.45 |  31.73 |   10.21146 |    3.12934 |     1346 |       20 |      NaN |      NaN |     1340 |   50.0 |   76.7 |     0.27 |     0.05 | S0    |      |       |           |             |  -2.4 |   1.1 |     1.28 |     0.04 | 330.43 |  26.09 | 339.54 |  27.10 |  17.00 |   0.42 |    NaN |   0.15 |  12.90 |   0.22 |   0.70 |  11.94 |
  NGC3193                 | UGC05562,PGC030099,NGC3193,MCG+04-24-027,LGG194:[G93]004,HCG044B,CGCG123-038,ARP316:,2MASXJ10182488+2153383                                                                                                                                                          |     30099 |  31.64 |  32.64 |   10.30691 |   21.89400 |     1370 |       11 |     1361 |        6 |     1458 |    NaN |   32.8 |     0.04 |     0.03 | E     |      |       |           |             |  -4.8 |   0.4 |     1.37 |     0.03 | 231.53 |  16.62 | 427.78 |  32.92 |  16.96 |   0.27 |    NaN |   0.11 |  11.86 |   0.44 |   0.91 |    NaN |
  NGC3226                 | VV209:,UGC05617,SDSSJ102326.99+195354.7,PGC030440,NGC3226,MCG+03-27-015,LGG194:[G93]008,KPG234A,CGCG094-026,ARP094:,2MASXJ10232701+1953543                                                                                                                           |     30440 |  31.58 |  31.84 |   10.39083 |   19.89847 |     1313 |        3 |      NaN |      NaN |     1393 |   12.8 |   69.1 |     0.14 |     0.03 | E     |      |       | M         |             |  -4.8 |   0.5 |     1.50 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  12.24 |    NaN |   0.86 |    NaN |
  NGC3377                 | UGC05899,PGC032249,NGC3377,MCG+02-28-009,LGG217:[G93]006,LEO_GROUP:[FS90]024,LEO1:[TT2002]03,GIN776,CGCG066-016,2MASXJ10474239+1359083                                                                                                                               |     32249 |  30.30 |  30.09 |   10.79510 |   13.98564 |      682 |       12 |      NaN |      NaN |      742 |   36.5 |   90.0 |     0.32 |     0.04 | E     |      |       |           |             |  -4.8 |   0.5 |     1.59 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.15 |  10.97 |   0.28 |   0.82 |    NaN |
  NGC2778                 | UGC04840,SDSSJ091224.37+350139.1,PGC025955,NGC2778,MCG+06-20-043,LGG171:[G93]002,CGCG180-054,2MASXJ09122439+3501387                                                                                                                                                  |     25955 |  32.51 |  31.78 |    9.20677 |   35.02748 |     2030 |       18 |      NaN |      NaN |     2158 |   46.0 |   61.4 |     0.12 |     0.02 | E     |      |       |           |             |  -4.7 |   0.7 |     1.11 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.22 |   0.49 |   0.89 |    NaN |
  NGC2695                 | PGC025003,NGC2695,MCG+00-23-010,LGG164:[G93]001,CGCG005-025,6dFJ0854271-030401,2MASXJ08542706-0304015                                                                                                                                                                |     25003 |  32.07 |  32.53 |    8.90752 |   -3.06702 |     1834 |       14 |      NaN |      NaN |     1771 |  160.6 |   31.2 |     0.05 |     0.03 | S0    | B    |       |           |             |  -2.2 |   0.7 |     1.21 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  12.74 |    NaN |   0.91 |  10.69 |
  NGC2768                 | UGC04821,SDSSJ091137.39+600214.8,PGC2597211,PGC025915,NGC2768,MCG+10-13-065,LGG167:[G93]003,CGCG288-026,2MASXJ09113750+6002139                                                                                                                                       |     25915 |  31.86 |  31.73 |    9.19374 |   60.03732 |     1398 |       11 |     1410 |       12 |     1622 |   93.5 |   90.0 |     0.40 |     0.03 | E     |      |       |           |             |  -4.4 |   1.1 |     1.75 |     0.03 | 100.93 |   7.97 | 100.93 |    NaN |  16.96 |   0.33 |    NaN |   0.20 |  10.61 |   0.42 |   0.91 |   8.64 |
  NGC2962                 | UGC05167,SDSSJ094053.93+050956.8,PGC027635,NGC2962,MCG+01-25-011,LGG178:[G93]002,CGCG035-028,AGC005167,2MASXJ09405390+0509569                                                                                                                                        |     27635 |  32.30 |  32.71 |    9.68164 |    5.16580 |     1959 |        4 |     1959 |        4 |     1952 |    1.5 |   72.3 |     0.30 |     0.03 | S0-a  | B    | R     |           |             |  -1.0 |   0.7 |     1.36 |     0.03 | 194.03 |   6.62 | 203.64 |   7.02 |  15.79 |   0.21 |    NaN |   0.25 |  12.63 |   0.44 |   0.91 |    NaN |
  NGC2974                 | UGCA172,PGC027762,NGC2974,MCG+00-25-008,LGG179:[G93]004,IRAS09400-0328,CGCG007-022,2MASXJ09423326-0341568                                                                                                                                                            |     27762 |  32.16 |  31.64 |    9.70924 |   -3.69890 |     1891 |        2 |     1889 |       10 |     1841 |   44.0 |   90.0 |     0.21 |     0.04 | E     |      |       |           |             |  -4.3 |   1.2 |     1.54 |     0.02 | 105.22 |  10.38 | 105.22 |    NaN |  16.52 |   0.27 |  13.62 |   0.23 |  11.61 |   0.52 |   0.93 |   7.79 |
  NGC7332                 | [BTW2003]J2237+2353,UGC12115,PGC1693857,PGC069342,NGC7332,MCG+04-53-008,KPG570A,CGCG474-012,2MFGC17035,2MASXJ22372452+2347540                                                                                                                                        |     69342 |  31.45 |  31.79 |   22.62348 |   23.79826 |     1180 |       22 |     1300 |       20 |     1306 |  154.3 |   90.0 |     0.62 |     0.03 | S0    | B    |       |           |             |  -1.9 |   0.6 |     1.47 |     0.02 | 121.31 |  10.49 | 121.31 |    NaN |  17.50 |   0.42 |    NaN |   0.16 |  11.79 |   0.31 |   0.80 |   9.70 |
  NGC0661                 | [BTW2003]J0143+2843,UGC01215,PGC006376,NGC0661,MCG+05-05-005,CGCG503-014,2MASXJ01441463+2842215                                                                                                                                                                      |      6376 |  33.78 |    NaN |    1.73740 |   28.70597 |     3817 |        6 |      NaN |      NaN |     3906 |   56.3 |   61.3 |     0.13 |     0.03 | E     |      |       |           |             |  -4.4 |   0.5 |     1.28 |     0.03 |  78.62 |   7.19 |  89.60 |   8.30 |    NaN |    NaN |    NaN |   0.30 |  12.82 |   0.44 |   0.87 |    NaN |
  NGC0680                 | UGC01286,PGC006719,NGC0680,MCG+04-05-015,LGG034:[G93]003,CGCG482-019,AGC001286,2MASXJ01494728+2158149                                                                                                                                                                |      6719 |  33.10 |  32.46 |    1.82980 |   21.97081 |     2811 |        7 |     2819 |        5 |     2865 |    NaN |   29.4 |     0.04 |     0.06 | E     |      |       |           |             |  -4.1 |   0.7 |     1.23 |     0.05 | 172.81 |   9.55 | 351.74 |  24.42 |  15.72 |   0.14 |    NaN |   0.34 |  12.52 |   0.43 |   0.90 |    NaN |
  NGC0936                 | UGC01929,SDSSJ022737.44-010921.6,PGC009359,NGC0936,MCG+00-07-017,LGG060:[G93]002,HIPASSJ0227-01,GIN774,CGCG388-018,6dFJ0227375-010922,2MASXJ02273746-0109226                                                                                                         |      9359 |  31.52 |  31.36 |    2.46040 |   -1.15597 |     1432 |        5 |     1436 |        5 |     1361 |  133.0 |   50.5 |     0.14 |     0.03 | S0-a  | B    | R     |           |             |  -1.2 |   0.6 |     1.65 |     0.02 | 262.98 |  12.37 | 340.63 |  16.41 |  16.51 |   0.23 |    NaN |   0.15 |  11.02 |   0.51 |   0.90 |   9.34 |
  NGC1023                 | [TT2009]01,[BTW2003]J0239+3905,UGC02154,PGC010123,NGC1023:[TT2002]01,NGC1023,MCG+06-06-073,LGG070:[G93]003,CGCG523-083,ARP135,2MASXJ02402401+3903477                                                                                                                 |     10123 |  30.30 |  29.90 |    2.67333 |   39.06325 |      645 |       13 |      679 |        6 |      770 |   87.0 |   90.0 |     0.38 |     0.05 | E-S0  | B    |       |           |             |  -2.6 |   0.6 |     1.87 |     0.02 | 109.85 |   4.73 | 109.85 |    NaN |  12.96 |   0.19 |    NaN |   0.26 |   9.29 |   0.47 |   0.91 |   7.61 |
  NGC3945                 | UGC06860,SDSSJ115313.61+604032.2,PGC037258,NGC3945,MCG+10-17-096,IRAS11506+6056,CGCG292-042,2MASXJ11531372+6040320                                                                                                                                                   |     37258 |  31.64 |    NaN |   11.88713 |   60.67559 |     1187 |       75 |      NaN |      NaN |     1442 |   15.0 |   63.2 |     0.23 |     0.05 | S0-a  | B    | R     |           |             |  -1.2 |   0.6 |     1.74 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  11.56 |   0.50 |   0.88 |    NaN |
  NGC5574                 | UGC09181,SDSSJ142055.97+031416.9,SDSSJ142055.96+031416.9,SDSSJ142055.96+031416.8,SDSSJ142055.96+031416.7,PGC051270,NGC5574,MCG+01-37-006,LGG379:[G93]004,CGCG047-018,2MASXJ14205594+0314167                                                                          |     51270 |  31.97 |  31.87 |   14.34888 |    3.23796 |     1586 |       12 |     1657 |        7 |     1666 |   60.9 |   65.0 |     0.20 |     0.03 | E-S0  | B    |       |           |             |  -2.7 |   0.8 |     1.12 |     0.04 |  97.42 |   3.19 | 107.47 |   3.60 |  17.95 |   0.15 |    NaN |   0.13 |  13.14 |   0.28 |   0.78 |  11.71 |
  NGC5379                 | UGC08860,SDSSJ135534.32+594434.3,SDSSJ135534.32+594434.1,SDSSJ135534.32+594434.0,PGC049508,NGC5379,MCG+10-20-049,LGG360:[G93]005,CGCG295-026,2MASXJ13553434+5944341                                                                                                  |     49508 |  32.38 |    NaN |   13.92620 |   59.74282 |     1765 |       31 |     1610 |        9 |     2039 |   59.9 |   90.0 |     0.46 |     0.05 | S0    | B    | R     |           |             |  -1.7 |   0.9 |     1.31 |     0.06 |  61.75 |   3.09 |  61.75 |    NaN |  15.32 |   0.09 |    NaN |   0.07 |  13.95 |    NaN |    NaN |  12.60 |
  NGC0821                 | UGC01631,PGC008160,NGC0821,MCG+02-06-034,KIG0089,CGCG438-033,2MASXJ02082114+1059415                                                                                                                                                                                  |      8160 |  32.07 |  31.84 |    2.13920 |   10.99501 |     1753 |        6 |      NaN |      NaN |     1748 |   25.8 |   44.1 |     0.07 |     0.04 | E     |      |       |           |             |  -4.8 |   0.4 |     1.39 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.48 |  11.26 |    NaN |   0.86 |    NaN |
  NGC7280                 | UGC12035,PGC068870,NGC7280,MCG+03-57-005,KPG568A,CGCG452-011,AGC012035,2MASXJ22262757+1608537                                                                                                                                                                        |     68870 |  32.30 |  31.66 |   22.44099 |   16.14825 |     1859 |       10 |     1873 |        5 |     1953 |   76.2 |   58.6 |     0.19 |     0.02 | S0-a  | B    | R     |           |             |  -1.3 |   0.9 |     1.30 |     0.03 | 110.52 |   4.39 | 129.42 |   5.22 |  17.18 |   0.12 |    NaN |   0.24 |  12.82 |   0.34 |   0.82 |  10.87 |
  NGC5576                 | UGC09183,SDSSJ142103.67+031615.4,PGC051275,NGC5576,MCG+01-37-007,LGG379:[G93]005,CGCG047-020,AGC009183,2MASXJ14210369+0316157                                                                                                                                        |     51275 |  31.75 |  32.01 |   14.35103 |    3.27101 |     1436 |       38 |     1403 |        6 |     1516 |   90.7 |   90.0 |     0.18 |     0.03 | E     |      |       |           |             |  -4.9 |   0.4 |     1.45 |     0.03 | 102.08 |   5.54 | 102.08 |    NaN |  17.06 |   0.30 |    NaN |   0.13 |  11.64 |   0.38 |   0.85 |    NaN |
  NGC2481                 | UGC04118,SDSSJ075713.75+234603.9,PGC022292,NGC2481,MCG+04-19-010,LGG150:[G93]003,KPG148B,CGCG118-027,2MASXJ07571372+2346036                                                                                                                                          |     22292 |  32.59 |    NaN |    7.95382 |   23.76772 |     2182 |       35 |      NaN |      NaN |     2237 |   18.5 |   81.5 |     0.39 |     0.03 | S0-a  | B    |       | M         |             |  -0.3 |   1.9 |     1.15 |     0.04 |  63.29 |   6.41 |  64.00 |   6.50 |  16.92 |   0.42 |    NaN |   0.28 |  13.18 |    NaN |    NaN |  11.17 |
  NGC2549                 | UGC04313,SDSSJ081858.35+574810.9,PGC023313,NGC2549,MCG+10-12-124,EONJ124.743+57.803,EGISJ081858.4+574811,CGCG287-069,2MASXJ08185834+5748111                                                                                                                          |     23313 |  31.39 |  30.49 |    8.31621 |   57.80306 |     1076 |        2 |      NaN |      NaN |     1284 |  179.3 |   90.0 |     0.59 |     0.05 | S0    | B    | R     |           |             |  -2.0 |   0.4 |     1.56 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.28 |  11.81 |   0.38 |   0.84 |  10.10 |
  NGC2679                 | UGC04632,SDSSJ085132.94+305155.2,SDSSJ085132.93+305155.2,PGC024884,NGC2680,NGC2679,MCG+05-21-014,KPG176A,KPG176,CGCG150-041,2MASXJ08513292+3051555                                                                                                                   |     24884 |  32.47 |    NaN |    8.85915 |   30.86535 |     2035 |        1 |      NaN |      NaN |     2138 |    NaN |    0.0 |     0.00 |     0.06 | S0    | B    | R     | M         |             |  -1.9 |   0.5 |     1.27 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  13.84 |    NaN |    NaN |  12.34 |
  NGC2764                 | UGC04794,SDSSJ090817.46+212636.0,PGC025690,NGC2764,MCG+04-22-017,LGG166:[G93]007,IRAS09054+2138,CGCG121-024,2MASXJ09081751+2126364                                                                                                                                   |     25690 |  33.04 |    NaN |    9.13818 |   21.44329 |     2719 |        2 |     2718 |        5 |     2782 |   18.1 |   65.6 |     0.23 |     0.03 | S0    |      |       |           |             |  -1.7 |   1.1 |     1.06 |     0.05 | 136.45 |   4.62 | 149.79 |   5.16 |  15.53 |   0.24 |  11.67 |   0.17 |  13.45 |   0.19 |   0.67 |  12.01 |
  NGC2880                 | UGC05051,SDSSJ092934.56+622926.0,SDSSJ092934.55+622926.4,PGC026939,NGC2880,MCG+10-14-015,LGG173:[G93]004,CGCG312-011,2MIG1275,2MASXJ09293461+6229262                                                                                                                 |     26939 |  32.02 |  31.68 |    9.49294 |   62.49062 |     1481 |       50 |      NaN |      NaN |     1715 |  141.7 |   68.5 |     0.22 |     0.06 | E-S0  | B    | R     |           |             |  -2.6 |   0.6 |     1.37 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  12.36 |   0.41 |   0.86 |  11.09 |
  NGC2950                 | UGC05176,SDSSJ094235.14+585104.5,PGC027765,NGC2950,MCG+10-14-032,CGCG289-016,2MASXJ09423523+5851044,2MASXJ09423511+5851043                                                                                                                                           |     27765 |  31.81 |  30.85 |    9.70976 |   58.85123 |     1329 |       31 |      NaN |      NaN |     1554 |  141.7 |   61.8 |     0.20 |     0.06 | S0    | B    | R     |           |             |  -1.9 |   0.4 |     1.42 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.07 |  11.84 |   0.47 |   0.85 |    NaN |
  NGC3098                 | UGC05397,SDSSJ100216.69+244239.9,PGC029067,NGC3098,MCG+04-24-012,KIG0389,EONJ150.570+24.711,EGISJ100216.7+244240,CGCG123-014,2MIG1374,2MFGC07770,2MASXJ10021666+2442399                                                                                              |     29067 |  31.58 |  31.24 |   10.03797 |   24.71113 |     1305 |       13 |     1311 |       24 |     1400 |   89.6 |   90.0 |     0.67 |     0.04 | S0    | B    |       |           |             |  -1.5 |   0.9 |     1.37 |     0.06 | 129.73 |  21.99 | 129.73 |    NaN |  15.70 |   0.27 |    NaN |   0.15 |  12.69 |    NaN |   0.78 |  11.43 |
  PGC029321               | SDSSJ100551.19+125740.7,SDSSJ100551.19+125740.6,SDSSJ100551.18+125740.6,PGC029321,IRAS10031+1312,CGCG064-055,2MASXJ10055117+1257403                                                                                                                                  |     29321 |  33.10 |    NaN |   10.09755 |   12.96127 |     2811 |        2 |      NaN |      NaN |     2851 |   44.1 |   30.1 |     0.05 |     0.09 | S0-a  | B    |       |           |             |   0.0 |   2.0 |     0.74 |     0.19 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.16 |  15.00 |    NaN |    NaN |  13.79 |
  NGC3245                 | UGC05663,SDSSJ102718.40+283026.7,SDSSJ102718.40+283026.6,PGC030744,NGC3245,MCG+05-25-013,LGG197:[G93]002,IRAS10245+2845,IRAS10244+2845,CGCG154-017,2MASXJ10271836+2830267                                                                                            |     30744 |  31.70 |  31.58 |   10.45511 |   28.50741 |     1358 |       14 |      NaN |      NaN |     1479 |  176.3 |   61.9 |     0.20 |     0.05 | S0    | B    | R     |           |             |  -2.1 |   0.6 |     1.56 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.41 |   0.11 |  11.53 |   0.44 |   0.86 |  10.33 |
  NGC3248                 | UGC05669,SDSSJ102745.43+225049.8,PGC030776,NGC3248,MCG+04-25-020,CGCG124-024,2MASXJ10274542+2250498                                                                                                                                                                  |     30776 |  31.86 |    NaN |   10.46262 |   22.84717 |     1523 |        9 |      NaN |      NaN |     1618 |  134.8 |   70.6 |     0.26 |     0.03 | S0    | B    | R     |           |             |  -2.0 |   0.5 |     1.23 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.80 |    NaN |    NaN |    NaN |
  NGC3400                 | UGC05949,SDSSJ105045.47+282808.7,SDSSJ105045.47+282808.6,SDSSJ105045.46+282808.6,PGC032499,NGC3400,MCG+05-26-020,LGG227:[G93]002,CGCG155-025,2MASXJ10504550+2828081                                                                                                  |     32499 |  31.75 |    NaN |   10.84597 |   28.46907 |     1412 |        1 |      NaN |      NaN |     1541 |   97.0 |   58.9 |     0.23 |     0.03 | SBa   | B    | R     |           |             |   0.7 |   0.8 |     1.19 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  13.74 |    NaN |    NaN |  12.40 |
  NGC3457                 | UGC06030,SDSSJ105448.63+173716.4,PGC032787,NGC3457,MCG+03-28-032,LGG225:[G93]005,CGCG095-065,2MASXJ10544862+1737161                                                                                                                                                  |     32787 |  31.32 |  31.56 |   10.91350 |   17.62117 |     1159 |        5 |     1158 |        8 |     1240 |    NaN |   22.4 |     0.02 |     0.06 | E     |      |       |           |             |  -4.4 |   1.5 |     0.99 |     0.10 |  90.59 |   6.92 | 238.21 |  24.61 |  17.14 |   0.27 |    NaN |   0.13 |  12.83 |    NaN |    NaN |    NaN |
  UGC06062                | UGC06062,SDSSJ105837.57+090301.6,SDSSJ105837.56+090301.6,PGC033030,MCG+02-28-034,CGCG066-076,2MASXJ10583759+0903016                                                                                                                                                  |     33030 |  32.94 |    NaN |   10.97710 |    9.05043 |     2624 |        2 |      NaN |      NaN |     2664 |   18.3 |   82.5 |     0.32 |     0.05 | S0    | B    | R     |           |             |  -1.9 |   0.6 |     1.17 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  13.64 |    NaN |    NaN |  12.50 |
  NGC3522                 | UGC06159,SDSSJ110640.46+200508.0,SDSSJ110640.46+200507.9,SDSSJ110640.45+200507.9,PGC033615,NGC3522,MCG+03-28-060,CGCG095-113,AGC006159,2MASXJ11064045+2005082                                                                                                        |     33615 |  31.39 |  32.03 |   11.11124 |   20.08561 |     1206 |        3 |     1220 |        5 |     1302 |  114.7 |   90.0 |     0.28 |     0.06 | E     |      |       |           |             |  -4.9 |   0.4 |     1.07 |     0.09 | 114.35 |   6.45 | 114.35 |    NaN |  16.60 |   0.30 |    NaN |   0.10 |  13.88 |    NaN |    NaN |  12.44 |
  UGC06176                | UGC06176,SDSSJ110724.68+213925.5,SDSSJ110724.68+213925.4,PGC033682,NPM1G+21.0285,MRK1282,MCG+04-26-031,CGCG125-029,AGC006176,2MASXJ11072466+2139258                                                                                                                  |     33682 |  33.04 |    NaN |   11.12352 |   21.65707 |     2692 |        1 |     2690 |        6 |     2796 |   24.9 |   90.0 |     0.36 |     0.03 | S0    | B    | R     |           |             |  -1.8 |   0.7 |     1.07 |     0.04 | 121.41 |   9.02 | 121.41 |    NaN |  16.16 |   0.30 |    NaN |   0.08 |  14.43 |    NaN |    NaN |  12.89 |
  NGC3530                 | UGC06188,SDSSJ110840.39+571348.7,SDSSJ110840.38+571348.7,SDSSJ110840.38+571348.6,SDSSJ110840.37+571348.9,PGC033766,NGC3530,MCG+10-16-064,CGCG291-030,ARK278,2MASXJ11084041+5713485                                                                                   |     33766 |  32.47 |    NaN |   11.14455 |   57.23019 |     1876 |        1 |      NaN |      NaN |     2114 |   98.8 |   90.0 |     0.48 |     0.05 | S0-a  |      |       |           |             |  -0.5 |   2.1 |     0.91 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  14.19 |    NaN |    NaN |  12.70 |
  NGC3595                 | UGC06280,SDSSJ111525.54+472649.4,PGC034325,NGC3595,MCG+08-21-009,CGCG242-014,2MASXJ11152555+4726497                                                                                                                                                                  |     34325 |  32.73 |    NaN |   11.25710 |   47.44710 |     2201 |       10 |      NaN |      NaN |     2411 |  175.7 |   90.0 |     0.38 |     0.06 | S0    | B    |       |           |             |  -1.9 |   1.5 |     1.18 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  12.79 |    NaN |    NaN |    NaN |
  NGC3608                 | UGC06299,SDSSJ111658.94+180855.2,PGC034433,NGC3608,MCG+03-29-022,LGG237:[G93]012,KPG278B,CGCG096-022,2MASXJ11165896+1808547                                                                                                                                          |     34433 |  31.39 |  31.78 |   11.28304 |   18.14859 |     1211 |       20 |     1108 |       12 |     1302 |   78.3 |   47.2 |     0.08 |     0.05 | E     |      |       |           |             |  -4.8 |   0.4 |     1.50 |     0.05 |  62.41 |   4.93 |  85.09 |   7.12 |  19.02 |   0.42 |    NaN |   0.09 |  11.46 |   0.38 |   0.91 |    NaN |
  NGC3694                 | UGC06480,SDSSJ112854.13+352450.4,SDSSJ112854.12+352450.4,SDSSJ112854.12+352450.3,PGC035352,NGC3694,MCG+06-25-076,IRAS11262+3541,CGCG185-070,ARK296,2MASXJ11285413+3524498                                                                                            |     35352 |  32.73 |    NaN |   11.48170 |   35.41395 |     2257 |        4 |      NaN |      NaN |     2426 |  116.2 |   51.0 |     0.10 |     0.05 | E     |      | R     |           |             |  -4.0 |   2.0 |     1.00 |     0.10 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.84 |   0.10 |  13.49 |    NaN |    NaN |  12.67 |
  PGC035754               | SDSSJ113427.54+331044.5,PGC035754,NPM1G+33.0224,MCG+06-26-005,CGCG186-009,2MASXJ11342753+3310440                                                                                                                                                                     |     35754 |  32.97 |    NaN |   11.57431 |   33.17898 |     2524 |        1 |      NaN |      NaN |     2687 |    NaN |    0.0 |     0.00 |     0.08 | E     |      |       |           | C           |  -4.0 |   1.4 |     0.78 |     0.28 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  14.61 |    NaN |    NaN |  13.27 |
  NGC4119                 | UGC07117,SDSSJ120809.62+102244.1,SDSSJ120809.62+102244.0,SDSSJ120809.61+102243.9,PGC038527,NGC4124,NGC4119,MCG+02-31-036,IRAS12055+1039,IC3011,EVCC0106,CGCG069-058,2MASXJ12080964+1022433                                                                           |     38527 |  32.02 |    NaN |   12.13600 |   10.37890 |     1652 |        2 |      NaN |      NaN |     1724 |  119.9 |   53.2 |     0.16 |     0.03 | S0-a  |      | R     |           |             |  -1.2 |   0.7 |     1.20 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  12.18 |   0.23 |   0.77 |  11.32 |
  NGC4143                 | UGC07142,SDSSJ120936.06+423203.0,PGC038654,NGC4143,MCG+07-25-036,LGG269:[G93]007,CGCG215-039,2MASXJ12093608+4232031                                                                                                                                                  |     38654 |  31.18 |  31.53 |   12.16002 |   42.53418 |      962 |       18 |      NaN |      NaN |     1170 |  144.3 |   63.3 |     0.21 |     0.06 | S0    | B    |       |           |             |  -2.0 |   0.5 |     1.44 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  11.75 |    NaN |    NaN |   9.81 |
  NGC4150                 | UGC07165,SDSSJ121033.66+302405.7,PGC038742,NGC4150,MCG+05-29-029,LGG291:[G93]008,IRAS12080+3040,CGCG158-037,2MASXJ12103365+3024053                                                                                                                                   |     38742 |    NaN |  30.92 |   12.17602 |   30.40158 |      239 |       24 |      NaN |      NaN |      402 |  147.8 |   58.1 |     0.17 |     0.03 | S0    |      | R     |           |             |  -2.1 |   0.7 |     1.30 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.87 |   0.08 |  12.41 |   0.25 |   0.77 |    NaN |
  NGC4233                 | VCC0220,UGC07311,SDSSJ121707.69+073727.6,SDSSJ121707.68+073727.8,PGC039384,NGC4233,MCG+01-31-037,LGG278:[G93]007,EVCC0267,CGCG041-063,2MASXJ12170769+0737279                                                                                                         |     39384 |  32.66 |  32.59 |   12.28547 |    7.62436 |     2275 |        2 |      NaN |      NaN |     2338 |  176.5 |   90.0 |     0.38 |     0.03 | S0    | B    |       |           |             |  -2.0 |   0.5 |     1.37 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  12.73 |   0.47 |   0.91 |  11.32 |
  NGC4249                 | VCC0266,SDSSJ121759.39+053554.9,SDSSJ121759.39+053554.8,PGC039481,NPM1G+05.0333,NGC4249,MCG+01-31-039,EVCC0292,CGCG041-068,2MASXJ12175943+0535553                                                                                                                    |     39481 |  32.94 |    NaN |   12.29983 |    5.59860 |     2608 |        2 |      NaN |      NaN |     2661 |    NaN |   13.0 |     0.01 |     0.03 | E-S0  |      |       |           |             |  -2.7 |   1.8 |     0.93 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  14.35 |    NaN |    NaN |  13.10 |
  NGC4255                 | VCC0312,UGC07348,SDSSJ121856.14+044710.1,PGC039592,NGC4255,MCG+01-31-047,LGG287:[G93]001,EVCC2055,CGCG042-004,ARK355,2MASXJ12185618+0447093                                                                                                                          |     39592 |  32.34 |  32.29 |   12.31560 |    4.78602 |     1977 |        8 |      NaN |      NaN |     2026 |  113.3 |   90.0 |     0.34 |     0.04 | S0    | B    | R     |           |             |  -2.0 |   0.5 |     1.13 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.29 |    NaN |    NaN |  11.91 |
