\ ------------------------------------------------------------------------------------------------------------------
\
\ S4G pipeline 5 stellar masses.
\ 
\ M.Querejeta & S.Meidt, MPIA, Heidelberg, September 2014 (contact: querejeta@mpia.de)
\
\ ------------------------------------------------------------------------------------------------------------------
\ COLUMN DESCRIPTION:
\ 
\ Column #1: Galaxy name
\  
\ Column #2: Stellar mass (ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote; M/L=0.6 Msun/Lsun)
\  
\ Column #3: Flux of ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote
\  
\ Column #4: (Weighted) average signal-to-noise ratio of the original 3.6um image (see paper for details)
\  
\ Column #5: Distance (Muñoz-Mateos et al. 2015)
\  
\ Column #6: Hubble type (Buta et al. 2015)
\  
\ -----------------------------------------------------------------------------------
|       #1|             #2|             #3|             #4|             #5|      #6|
|   Galaxy|   Stellar mass|        s2 flux|            S/N|       Distance|Hubble T|
ESO575-061       855963008        6.854513        3.311746       29.360001       10
ESO576-005      2322690048       54.071903        7.171599       36.709999        7
ESO576-008      5164762112      245.647415       16.532774       37.549999        1
ESO576-017      3115216896      105.275818        6.753794       36.980000        5
ESO576-026      1509338752       97.290436        9.663866       30.260000        7
ESO576-040      1827267584       75.651848       11.342089       22.629999        8
ESO576-059       524907584       13.226233        4.263233       22.700001        9
ESO577-038       242915456        5.826419        4.273798       37.049999        7
ESO580-034       830878848       69.151382       13.316365       36.360001        7
ESO582-004      2742604800       53.989761       19.885777       30.820000        0
ESO601-007       541974144       67.685165        9.002785       19.900000        9
ESO601-025      1199464960       66.914467        6.005475       25.750000       10
ESO601-031      1107165056        8.541473        9.783960       34.669998        9
ESO602-003      1156537600       48.332596        7.447043       33.299999        9
ESO602-015       615393920       23.365265        6.587179       37.070000        5
ESO605-015        77641376        4.646061        4.476778       21.620001       10
    IC0335      8358815744      562.250610       35.273640       18.010000       -3
    IC0718      1677436416      187.000092       12.414320       26.440001        9
    IC0776      1928773632       57.491928        8.750670       29.730000        8
    IC1532      1491770624       89.394989        9.952453       28.700001        9
    IC1555      1188275328       73.790848       12.378048       23.080000        8
    IC1574        39977392       21.659580        4.536844        4.770000       10
    IC1962       519944352       55.068634        7.313580       18.820000        9
    IC1986       264239840       15.620024        4.439015       17.799999       10
    IC2006     14008997888     2776.022949       32.233082       19.280001       -5
    IC2032       178164544       32.632748        5.549665       13.400000       10
    IC2035      8893166592     1083.009155       82.602638       16.500000       -3
    IC2389      3965871104      263.319061       19.596239       32.070000        9
    IC2763       609855360       82.287369       12.113852       20.969999        9
    IC2764     13240555520      527.516235       25.543558       22.309999       -1
    IC3021      1099989760       30.525988        6.458408       33.779999        0
    IC3023        50766536        3.334059        3.896291       10.930000       10
    IC3033       322924480       43.896339        7.640034       18.299999       -2
    IC3044       744001792       72.261444        7.335448       17.700001        7
    IC3059        21548196       28.678661        4.741714        3.460000        9
    IC3099      3268352512      143.196930       16.322910       36.419998        7
    IC3105       174278416       41.056564        5.893007       14.100000       10
    IC3155      5266883584      165.111221       15.581097       30.559999       -2
    IC3215       239112928       11.738837        6.651525       13.580000       -2
    IC3229       563305344       61.942917       12.353218       20.530001        7
    IC3247      1181449344      103.041000       11.526303       25.070000       20
    IC3259      2557824000      109.421768       12.040328       21.250000        6
    IC3298      1515124608       56.946999       13.900983       32.450001        9
    IC3311      1268759424      202.563812       15.224079       21.170000        7
    IC3355           18707        6.364308        4.376314       -0.170000       10
    IC3356       104393208        3.396245        2.859911       17.700001       10
    IC3371      1128823296       33.022800       12.674259       34.900002        7
    IC3473       298560736       76.176132        5.914377       10.910000        0
    IC3474       818095488      104.575531       10.798174       19.639999        8
    IC3475      4284016128       90.503540        4.521272       34.439999       20
    IC3517       581166592       49.127277        6.195996       23.270000        9
    IC3522       187734720        6.909394        4.669783       16.799999       10
    IC3576       603835456       53.804146        4.569784       16.799999        9
    IC3631      8192156672       54.209904       20.302748       42.799999       -3
    IC3687        42176608       13.488135        4.882277        4.160000       10
    IC3718       486251584      251.828949       10.466413       11.300000       20
    IC3881       443807040      185.148438        7.531023       12.270000        9
    IC4231      5793040384      429.017670       23.516218       29.900000        9
    IC4247        45110856      100.582657        9.052933        5.040000       10
    IC4263      2042701568       65.744247       11.778279       36.090000        7
    IC4316        53688212       84.417023        5.063917        4.430000       20
    IC4407      2159866368       74.624786        8.541695       36.220001        9
    IC4951       232717744      151.520752        8.517843        9.470000        8
    IC4986      3130767360       95.232147       17.176592       30.920000        8
    IC5026      3418528256      177.231262       15.622407       36.509998        7
    IC5249      2125258240      196.706497       13.027723       29.230000        7
   IC5269A      3070637056       26.180609        8.745461       37.830002        9
   IC5269B      4404261888      595.420471       13.157148       25.110001        6
    IC5334     16598861824      524.030945       28.411280       39.599998        0
   NGC0274      7522086912     1230.946289       34.463161       20.330000       -3
  NGC0337A      1764968832      128.808868        6.651511       13.700000        9
   NGC1047      1291571968      217.332825       12.484565       17.870001       -2
   NGC1297     13176543232     1792.969360       17.276239       23.450001       -2
  NGC1326A       652198912       91.068359        5.514356       16.889999        9
   NGC1339     10475071488     2253.709473       34.540039       20.750000       -5
   NGC1366      3993391104     1772.423584       48.485012       18.120001       -3
   NGC1386     17136216064     4946.767578       59.120895       16.230000        0
   NGC1389     11551488000     2340.029785       30.688816       17.690001       -3
   NGC1390       846917696       92.394196       20.620892       16.440001        0
   NGC1411     11095643136     4849.155273       45.509293       15.500000       -2
   NGC1414       625285120      117.418945       16.673647       21.020000       -3
   NGC1461     24349753344     1088.259277       38.767876       20.770000       -2
  NGC1511B        92895648      142.455261        8.817174        8.530000       10
   NGC1546     18851944448      239.050797       37.969131       13.400000        2
   NGC1809      4197096704     1274.232910       39.923233       14.700000        7
   NGC2648     48651493376     1896.210449       29.552467       34.279999        1
   NGC2735     37828853760      239.525940       37.632462       47.299999        0
   NGC2799      2676371456      388.496399       50.908169       27.400000        8
   NGC3024      2126505984      175.087769       18.494638       18.860001        7
   NGC3165       758157824      170.261658       10.419683       17.770000        8
   NGC3187      7341686784      377.509827       13.196590       35.169998        5
   NGC3220       668308672      179.444305       14.632928       15.890000       20
  NGC3245A      1525461632      118.374008       12.723801       24.590000        7
   NGC3248       948058240     2437.381836       18.246487       14.700000       -2
   NGC3266      2962119168      607.698059       26.492989       14.700000       -2
   NGC3299       274952544      554.842102       10.755600        5.400000       20
   NGC3365      4086906624      375.148682       19.216110       18.200001        7
  NGC3377A       199892608       91.228081        5.690345        7.220000       10
   NGC3396      9216983040      642.859619       15.306348       24.900000       10
   NGC3443      1628176128      103.533829        6.788300       22.280001        7
  NGC3447A       123525800        1.350513        4.110330       14.610000       10
   NGC3468      3030209536      630.066528       19.516832       14.700000       -3
   NGC3489     10976539648     6537.784180       19.551239        9.580000       -2
   NGC3501     14188783616     1207.797607       46.844486       23.750000        5
   NGC3522      4824520192      597.002747       27.348562       25.500000       -5
   NGC3592      3926103552      343.213440       20.771564       26.559999        8
   NGC3599     10692390912      196.105408       14.094087       19.660000       -3
   NGC3608     47600324608     2965.985840       30.168905       24.270000       -5
   NGC3626     32621871104     3995.818359       37.402428       23.150000        0
   NGC3648      3641797120      895.713501       42.439747       14.700000       -4
   NGC3687     11874942976      531.478394       24.478325       27.219999        2
   NGC3712       491249280       23.412598        6.032274       21.090000       10
   NGC3755      8057028608      443.571289       11.471945       34.970001        5
   NGC3757      3220271104      661.059021       39.237358       14.700000       -2
   NGC3779       773380224       -1.254487        8.037495       22.480000       20
   NGC3788     51546030080     1815.468262       55.619316       50.080002        1
   NGC3850      1344812928      136.226837        7.838632       17.770000        8
   NGC3931       777507520      279.349365       18.162006       11.160000       -5
   NGC3941     28482527232     3520.656738       23.184494       14.180000       -2
   NGC4020       633914240      643.908691       19.783611        8.000000        7
   NGC4038     78507016192     8874.020508       55.115566       20.879999       20
   NGC4039     27696300032     3333.413086       66.348534       20.879999       20
   NGC4111     28821135360     2131.648193       67.367729       15.550000       -3
   NGC4117      3981309440      644.583191       40.068138       20.200001       -3
   NGC4138     14147440640     4036.271484       23.134340       15.570000       -1
   NGC4142      2279453440      185.698120       10.604879       26.049999        8
   NGC4145     15445793792     2105.817139       12.716493       18.459999        7
   NGC4163        40489968      251.824707        8.599414        2.920000       -5
   NGC4173       213425920      245.983032       10.578723        7.830000        8
   NGC4183      4810212352      169.785034       21.292150       17.709999        6
   NGC4224     88137007104      220.203506       27.876390       41.919998       -1
   NGC4242      1931095680     1117.277344        8.900143        7.900000       10
   NGC4252       217031264      114.360977       14.229239       11.510000        7
   NGC4286       413953536      242.695740       11.094907        8.590000       -2
   NGC4288      1474706432      352.162598       11.295826       14.830000        8
   NGC4302     44974448640     6137.761719       34.723351       21.690001        0
   NGC4319     27437002752     1297.834595       23.321455       28.200001        1
   NGC4346     12101543936     4088.340088       40.790962       15.650000       -4
   NGC4353      4169355264      356.821472       22.225225       28.600000       10
   NGC4434      6433262592     3115.416016       32.352791       22.430000       -5
   NGC4449      2101534720    10284.274414       20.957661        3.690000       10
   NGC4485      1110676352     1109.932373       23.405828        9.300000       10
   NGC4488      4594978304      549.397095       14.315247       14.700000        1
   NGC4489      4090108928     1448.835327       22.387964       16.160000       -3
  NGC4496A      5732241408     1423.727173       16.172646       15.610000        7
  NGC4517A      3822845184      250.008331        5.984174       22.680000        8
   NGC4528      8645595136      975.096924       47.078850       17.559999       -2
   NGC4533      2162067712      178.809830       16.460524       23.410000        7
   NGC4562       787966208      184.163818       11.206280       12.500000        7
   NGC4599      8852725760      652.375916       36.070019       24.480000       -3
   NGC4629       618342016       99.446960        9.805418       14.850000       -2
   NGC4707       139060720        9.457856        6.939156        8.000000       10
   NGC4723       353424384       19.207506        7.865137       17.360001       20
   NGC4733      8809504768      506.769287       21.306908       16.930000       -2
  NGC4789A        18326494       24.098198        3.961279        4.110000       10
   NGC4802      5660921856      840.844727       25.827181       11.500000       -3
   NGC4809       944927360      104.187241       12.453684       22.200001       10
   NGC4880      6692147200       77.066147       15.141268       15.700000       -1
   NGC4948      5093030400      157.754074       15.536678       22.000000        9
  NGC4948A      2565304832       61.027939        6.027133       26.200001        9
   NGC5002       566772352      135.748505        8.080657       14.510000        9
   NGC5023      1301096064      787.352661       20.337687       10.140000        7
   NGC5103      5886206976      651.035400       32.193405       17.200001       -3
   NGC5122     15980763136      286.727692       39.514664       38.119999       -3
   NGC5216     43208003584      191.003723       14.364650       52.099998       -5
   NGC5229       284150624      243.229843       11.155145        9.420000        8
   NGC5304     65282105344      908.376526       20.223133       59.900002       -5
   NGC5346      5106596864      201.709961       14.222351       40.730000        3
   NGC5426     38307713024     1631.111328       32.274586       39.680000        5
   NGC5507     28580487168      865.935547       47.072281       34.299999       -3
   NGC5526      7048368640      360.226624       23.335701       27.170000        7
   NGC5636      4253986560      172.121857       14.009570       22.190001        0
   NGC5658      2161016832      245.927780       20.840353       22.299999        5
   NGC5707     21136986112      300.878479       51.350441       29.490000       -3
   NGC5770     11035036672     1070.852051       27.428827       22.400000       -1
  NGC5866B      1007965056       75.816360        5.169415       17.700001       20
  NGC5916A      3439528448      169.104919       45.665218       30.559999        9
   NGC6010     13015715840     1758.154663       56.402107       21.600000       -2
   NGC6237       691395008       88.420738        6.822932       15.080000        9
  NGC6861E      1997252864      165.967682       21.020615       35.549999        9
  NGC7162A      6128464896       75.586761        5.582660       30.309999        7
   NGC7241     14402936832     2821.195068       53.699566       19.299999        5
   NGC7416     25347129344     1846.077393       47.773933       33.130001        1
   NGC7463     12724118528      872.358582       24.461855       36.200001        5
   NGC7537     12930878464     1157.875488       44.302174       37.369999        5
   NGC7667      1303818624       21.399704        5.087019       36.020000        9
   NGC7713      3351725056     1980.816772       18.617582       10.270000        7
   NGC7715      3460430848        4.141667        6.436550       36.299999       10
   NGC7764      5025330176      690.515503       17.580101       20.500000        8
 PGC002689       526019072       21.680710        6.073254       20.200001       10
 PGC002805       407547712       50.700382        6.284794       16.389999        8
 PGC003062       294466240       49.425095        8.324966       18.820000       10
 PGC003855       855584192       31.490479       24.356924       32.340000       -2
 PGC004143       707921984       44.520050       11.396851       24.860001       -2
 PGC005329       897740800       22.228970        4.950236       26.590000        9
 PGC006048       770601472       60.360992        9.076150       25.870001       -2
 PGC006190      1239404160       68.471970        7.797127       29.799999        7
 PGC006244       517948896       30.676950        5.552959       21.730000        9
 PGC006626      1351480064      104.906563        4.835529       19.799999        6
 PGC006703       715954112       94.844269       10.633858       19.250000        7
 PGC006706       449520704       26.801151        4.171462       21.000000       20
 PGC006864      1728017152       22.582466        8.477107       44.400002        9
 PGC006898       407067584       -0.854422        6.731667       21.860001        9
 PGC007109      1537472256      224.116913       15.516460       25.570000       -2
 PGC007324       637711168       27.041576        5.831996       25.700001        9
 PGC007654       425101696       45.351212        6.801082       21.430000       10
 PGC007900      1353222400       60.154243        8.174726       21.959999        8
 PGC007998       622019456       12.659796        4.415378       25.299999       10
 PGC008962       487779552       18.790520        5.713139       30.879999       10
 PGC009272      1124914560       13.417833        5.786242       25.700001        7
 PGC009559       774600320       57.825455        3.860303       20.200001        9
 PGC011677       696157696       54.083763        5.097967       18.299999        8
 PGC012439      5880154112      157.050842       19.016850       48.900002       20
 PGC012608       571878912        9.527993        5.149268       26.760000        8
 PGC012981      1592222208       86.206306        5.054157       22.700001        9
 PGC013612      1111918336       60.267445       12.815619       20.889999       20
 PGC013684       980876032      136.244263        8.822233       16.139999        5
 PGC014487      1262797824       53.384766        5.173102       22.400000        9
 PGC014626       765813440       43.889511        9.115397       25.049999       20
 PGC014768      1395602560      146.727646       10.915112       26.059999        7
 PGC015869      2931787264      118.192223        7.715044       31.400000        7
 PGC016090      1060351232       29.577148        5.678659       29.209999        9
 PGC016389        43506688        6.165376        4.787177        8.800000       10
 PGC029086       138973216       17.111326        6.793555       10.220000        7
 PGC029300      1451952768      289.019897       11.554873       11.300000       20
 PGC029466       655159040       17.961037        9.685860       49.470001       10
 PGC030591     15350923264      256.416748       32.596752       60.279999       20
 PGC032548      3736651264       45.383789       19.408478       49.570000        5
 PGC035271        64410952        9.661884        4.640508       12.920000       10
 PGC035705       543823808       53.481514        7.490952       21.400000       10
 PGC036551      1098656128       72.665497        9.442412       21.719999        7
 PGC039317       297410688        4.911486        4.867095       20.600000       10
 PGC039799        45810564        9.454938        4.893958       11.990000       10
 PGC040408       603659072       29.713068        9.130685       23.000000       -2
 PGC040447        44003328        5.282474        3.844498        9.440000       10
 PGC040552     16468771840       78.698120       32.575726       94.099998       20
 PGC041725       659337280       16.220097        6.070164       24.000000        9
 PGC041743       361109120       72.407700        6.709174       14.030000       20
 PGC041965      2345733632       98.392487        5.517278       19.400000        8
 PGC042160       440116480       85.898987        7.526140       16.100000       10
 PGC042559       821907968       90.108521       14.349070       19.299999       10
 PGC042868      6476889088      184.586884        6.147765       25.400000        5
 PGC043020      6558972416      201.873856        6.046302       25.799999        8
 PGC043236      1860533376       62.718208       12.401871       31.950001        5
 PGC043341       681374720       52.812714        4.974413       20.100000        9
 PGC043679      7798563840      172.443497       19.767433       37.939999        7
 PGC043851       444094336        7.030791        4.849406       17.299999       10
 PGC043970      1609068160      102.511726       11.308232       32.959999        9
 PGC044157      2189296384       78.756165       15.128318       39.500000        8
 PGC044506      1391788672      116.529030       10.104691       27.299999        5
 PGC044532       780365696      220.710449        8.978222       12.700000       10
 PGC044735      2183867648      181.381195       10.493353       26.000000        8
 PGC044906      2162555392       17.385946        6.168264       43.099998        9
 PGC044982        86375512       24.438707        5.557272        7.100000       20
 PGC045257      1858410880       55.364861        6.661554       37.889999        9
 PGC045359       287949888        5.085660        3.788443       23.600000       10
 PGC045824      1330482944       24.739063        6.213661       32.000000        9
 PGC046382      1638760192       11.742892        6.563595       23.299999       10
 PGC047846       659562240       26.882175        4.752631       20.090000       10
 PGC048087      5202820096      105.079895        6.715512       36.500000        5
 PGC049521       678446528       35.503006        6.482647       26.469999        8
 PGC052935      1622563584      104.808121       14.161785       24.600000       20
 PGC052940      3498981632      261.688324       26.133698       28.799999       20
 PGC053568       809843456       30.320787        6.161077       27.940001        9
 PGC053634      2523640832       -2.525985        8.666770       34.250000        7
 PGC053724      7693735424      911.686523       31.099895       24.150000       -3
 PGC053764      1328466688       42.673290       12.550993       32.529999        7
 PGC053796      2372027392       30.231520       10.988217       38.500000        7
 PGC054817      4153780736      187.928864       12.546336       28.010000       20
 PGC065367         1913313       22.626554        6.700182        2.050000       10
 PGC066559      2965830144       58.746563       10.478984       36.459999        8
 PGC066738      1560659712       78.273094       10.896659       39.080002        9
 PGC067871      1985176576       45.654827        6.299265       36.000000        7
 PGC068030      2007771392       52.941475       20.986677       36.959999        7
 PGC069114       869344768       21.333405        6.336627       33.470001        8
 PGC069224       153087264       17.391773        5.047277       11.870000       10
 PGC069293      3272632832       95.680428        6.207545       22.900000        7
 PGC069339      1398420736       21.784462        4.493754       37.520000       10
 PGC069404     22110384128     1036.903931       59.867462       38.880001       20
 PGC069415        39466804        0.741391        9.319899       12.000000       10
 PGC069691      1700072448       65.196182        9.249290       35.730000        9
 PGC070657       439246272        5.258410        5.205694       31.670000        8
 PGC071479       604812800       49.481705       10.841640       23.450001       10
 PGC072006       713534208       51.678932        7.055454       27.230000        8
 PGC090540       315319040        4.983461        4.624681       40.580002        8
 PGC090553       832383232       14.134074        6.400885       46.549999        9
 PGC090694      1063085120       29.123257       11.588900       33.650002        7
 PGC091215       261772432       10.547703        5.633851       28.280001       10
 PGC091228        63086312        2.136571        4.736591       18.780001       10
 PGC091408       758956032       12.367252        7.263654       49.500000        7
 PGC091413       991766592       19.682768        5.725300       51.529999        9
PGC1059326      1024937472       40.602707        8.712258       36.459999       20
PGC1063216      1179246080       29.540657        5.405420       36.400002        5
  UGC00017       192757696       19.129501        4.358718       13.000000       10
  UGC00099       719137792       41.141273        4.259675       23.700001        9
  UGC00122        80237912       14.225190        6.801123       11.620000       10
  UGC00132       982968832       53.116196        8.852230       22.389999       10
  UGC00156       637798144      109.340652        6.342946       15.900000       10
  UGC00191       579777216      130.798492        8.091961       15.900000        8
  UGC00290        20711924        5.258397        3.674878        8.960000       10
  UGC00320       736561216       -0.237804        8.431804       40.830002        7
  UGC00477      2807194624      104.648895        8.713610       35.799999        7
  UGC00634      1044492160       27.135067        5.436814       28.700001       10
  UGC00711      1722300416        0.000000       10.120577       24.670000        9
  UGC00866       528100704       37.965141        7.599058       26.200001        9
  UGC00882       898373248       30.892782        4.935806       31.070000       10
  UGC00891       139697856       76.412552        6.386850        9.400000       10
  UGC00941       847023488       27.753265        6.064996       36.369999       10
  UGC00958       803792192       39.838223        9.744255       34.419998        9
  UGC01104       126790512      163.783600       11.060831        7.550000       20
  UGC01110      2316802048      141.649719       11.363801       36.299999        7
  UGC01133       225407392        7.060230        3.071645       25.200001       10
  UGC01176       153672944       21.768877        3.649770        9.170000       10
  UGC01195       523930880      156.105576        8.732758       10.800000        9
  UGC01197      1638128384       50.533051        8.817555       36.049999        9
  UGC01240       427520352       27.941730       13.150551       23.959999       10
  UGC01500      1364470528       49.955334       12.726404       40.400002        8
  UGC01670       283839296        4.141552        3.645008       20.700001        9
  UGC01753      1504197376       62.040024       10.378941       39.889999        9
  UGC01803       709590656       50.557045        9.062683       22.370001        8
  UGC01839       611900416       36.256817        8.201909       23.520000        9
  UGC01970      5808904192      238.563629       22.050606       37.590000        7
  UGC01981       357311840        9.340246        7.565754       20.160000       20
  UGC01999       430758848       41.598442        8.297158       16.969999        9
  UGC02275       204410368       25.228523        3.613722       13.100000       10
  UGC02302       482401344       54.886940        4.452159       14.000000        9
  UGC02345       414350144       10.284964        3.384584       16.450001        9
  UGC02429       558157504       -0.637909        7.483419       23.620001        9
  UGC04024      2951387648      159.566116       20.451895       33.200001        3
  UGC04121       371712448       17.665752        6.035941       18.900000        9
  UGC04148       134904064       17.917870        5.150525       16.459999       10
  UGC04241      3685484032      334.995911       19.300987       22.230000       -3
  UGC04390      3617436160      108.646820        6.786700       33.500000        7
  UGC04413      1055510400       -0.617793        0.609731       37.570000        8
  UGC04426        39492960        2.713879        5.755034        8.150000       10
  UGC04483         6803262        5.318916        3.014524        3.440000       10
  UGC04628       437860384       74.935738        8.997577       20.100000        9
  UGC04701       588177408       26.248644        6.500029       18.770000        6
  UGC04704       163253296       40.855145        5.105966       10.940000        8
  UGC04725       388904896       10.912950        6.188901       38.779999        8
  UGC04753      1559696384       61.072906       11.953901       37.450001        9
  UGC04787       134978832      129.518784        9.332308        7.800000       20
  UGC04797       901352704       47.839157        4.521396       19.600000        9
  UGC04800      5257356288      187.977417       16.020500       45.099998        4
  UGC04824      4027476480      273.171783       13.086127       32.330002        7
  UGC04834       375193024       13.647953        4.413157       27.610001       10
  UGC04837       873597824       23.690687        5.034304       28.900000       10
  UGC04871       759761216       14.346582        4.671205       33.419998       10
  UGC04878       273556320        8.033455        4.955585       25.040001        9
  UGC04922      5300524544       61.037971        6.028482       32.599998        6
  UGC04953       341816000       21.238533        7.278133       29.120001        9
  UGC04970      5999551488       91.882553       23.474224       55.529999       20
  UGC04988       587395840       45.505547        7.067706       20.969999        9
  UGC05004       668026240       29.052692        6.060245       24.469999       10
  UGC05015       961337728       45.488808        4.850528       21.980000        9
  UGC05020      2367502848       37.872375       10.789671       32.400002        9
  UGC05047       118464240       27.750298       10.209982       14.380000        9
  UGC05076        59906976       39.232086        4.899867        7.610000       20
  UGC05107      1521216256       35.263313        7.093422       37.430000        8
  UGC05114       371463040       43.379875        6.440850       21.440001        9
  UGC05172      1051811200       47.003662        7.000020       38.700001        9
  UGC05203      1016149120       55.827400       10.763091       28.370001        8
  UGC05238      3021442560       73.193710       10.485634       34.450001        8
  UGC05336         4461388        2.059551        2.942376        4.230000       10
  UGC05340        27296044       19.303102        3.558315        5.900000       10
  UGC05347      4507489280      124.309448       21.143404       50.750000        7
  UGC05349      1425823232      131.125977        9.382526       23.400000        8
  UGC05391      1069861696       13.837217        9.058948       25.799999        8
  UGC05393      1054699648       79.432533        6.618453       24.200001        9
  UGC05401       284838240        3.317528        3.824671       26.719999        9
  UGC05421        78629416        3.269923        3.903733       15.300000        9
  UGC05423       102840272       25.172756        4.314242        7.660000       20
  UGC05427        64261028       39.835194        6.102614        7.110000       10
  UGC05446      1128302848       57.522041        9.999520       36.750000        8
  UGC05451       325873984      130.419281        9.432243        8.390000       10
  UGC05464       114705064        2.026098        4.203909       13.570000       10
  UGC05478       876754368       50.627689        4.586019       23.400000        9
  UGC05524      2836377600      123.747459       12.483262       34.500000        7
  UGC05571         3461569        0.285424        2.347516        8.830000       10
  UGC05574       608344704       30.627357       12.631354       21.600000        8
  UGC05575       278050944        0.998989        6.951939       19.520000       20
  UGC05633      1598382848       58.530407        4.709921       23.400000        8
  UGC05672       118999608      134.597717       10.673502        6.250000       20
  UGC05676       823900544       53.895359        6.979345       18.930000        9
  UGC05677       248176608       22.843782       12.779469       21.980000       10
  UGC05688      3024538624       67.798698        4.997337       30.799999       10
  UGC05695      3767283456      147.464920       16.197908       39.220001        7
  UGC05740       246844928       15.683835        5.295319       11.300000        9
  UGC05764        22399568        4.239719        5.023892        6.900000       10
  UGC05791       142523392       62.643326       11.814213       11.420000        9
  UGC05844       259319552       24.382877        6.258957       19.570000        9
  UGC05846       147799232       -0.701332        3.215003       19.299999       10
  UGC05897     14087251968      529.903931       15.845703       42.340000        6
  UGC05898       237486656       10.189203        5.133298       21.950001        8
  UGC05918        14326694        2.206654        2.379605        7.270000       10
  UGC05921       500558976       42.910126        7.375680       18.770000       10
  UGC05922      1513487872       59.033386       15.218384       24.610001        1
  UGC05934       492237216       12.353522        9.906100       21.450001        8
  UGC05947       551883520       26.383820        5.249143       22.799999       10
  UGC05958      2597033984      118.738770       20.760801       29.400000        7
  UGC05979       507850176       52.575047        5.425509       20.600000        9
  UGC06014       205323264       31.168190        6.087269       15.110000       10
  UGC06080      1256092416       55.168858        9.867745       34.279999        7
  UGC06083      1752546816       25.154566       17.206636       34.369999       20
  UGC06104      4601359360      108.516342       13.452848       49.650002        8
  UGC06112       788339072       82.096497        7.454003       20.500000        8
  UGC06145        28045400        0.924996        2.909273        9.990000       10
  UGC06151       699185856       10.766996        3.780351       24.299999       10
  UGC06157      4540541952       50.036293        6.418371       43.000000        8
  UGC06169      1856423936      207.090179       22.034887       20.709999        3
  UGC06171       808804480       32.165859       11.149938       23.000000        9
  UGC06181       203824848       30.567461       32.201611       15.590000       10
  UGC06296      4386119168      441.493958       33.456608       24.400000        4
  UGC06320      2403996672      310.192017       14.846052       22.600000        5
  UGC06341       196597536       16.093407        6.514940       19.930000       10
  UGC06355      1591236480       83.502548       10.532848       34.150002        8
  UGC06390       985680768       68.682510       12.232888       28.570000        7
  UGC06399      1034132992      117.415527        7.632597       18.700001        7
  UGC06446       761859840      130.551788        4.202468       15.900000        8
  UGC06509      1425752064       28.913378        6.722307       41.880001        7
  UGC06545      8119260672      489.676086       43.182156       37.040001        1
  UGC06570      1882705024      715.113525       44.962391       21.370001       -3
  UGC06594       644657024       77.359436       10.905404       18.940001        7
  UGC06603      1341145856       83.306686        9.047564       24.500000        8
  UGC06610      2556389376      115.944809       12.329545       36.299999        8
  UGC06667      2016463872      123.946091       12.028508       19.370001        7
  UGC06682       728115456       23.984989        3.674507       23.799999        9
  UGC06713       467959680       44.481815        5.395010       17.000000       10
  UGC06747       163704416        4.459439        4.922310       26.500000       10
  UGC06773       376983616       11.362936        8.176275       14.300000       20
  UGC06774      3100999168       37.225487       16.647520       43.430000       -2
  UGC06782        63149116        4.552107        3.928943        9.350000       10
  UGC06791      4447275008       88.714035       19.878944       35.250000       20
  UGC06792       900709312      173.899902       13.324735       18.900000        7
  UGC06816       808382720       40.519569        4.029996       22.000000        9
  UGC06817        12684264       14.156227        3.234951        2.920000       10
  UGC06818      1015331392       71.481018        7.793314       21.690001       10
  UGC06840       485563584       46.293365        4.888022       17.000000        9
  UGC06849       301841952       29.631996        4.389815       13.270000        8
  UGC06862      1304060160       17.173222        9.507147       54.980000        7
  UGC06894       124868080       73.017784       14.594696       10.230000        8
  UGC06900        79295216       29.349865        8.166251        5.900000       -2
  UGC06912      1021281856       17.199615        4.418853       24.400000        9
  UGC06931       467075456       46.962143        6.189811       15.930000       10
  UGC06955      1126322176       74.291054        5.328658       17.400000       10
  UGC06956       265477536       12.835840        2.569062       17.000000        8
  UGC06969       661308544       34.684490        7.313122       24.500000        9
  UGC06978       210379904       12.446375        3.807943       20.549999       10
  UGC07019       495142880       30.103451        7.179605       20.209999       10
  UGC07053       274319648       -0.236472        3.288765       25.900000       20
  UGC07089       938167936      270.354736        9.380229       13.870000        9
  UGC07094       273397888       14.280527        7.630774       10.700000       20
  UGC07125       607349248      106.169083        5.870306       15.180000       10
  UGC07133      2185069824       70.538712        7.239447       34.250000        8
  UGC07153      4087747584      106.485291       12.612648       45.950001        5
  UGC07170      1597277952      106.407616       13.903555       30.299999        7
  UGC07175       523439680       34.728836        8.072046       22.900000       10
  UGC07184      2002941824      117.459534       10.865316       34.200001        7
  UGC07186       661642112       14.498875        5.456824       31.049999        9
  UGC07218       356933248       77.817329       10.162758       16.000000       10
  UGC07239      2444617728      142.514801        5.277660       24.900000        9
  UGC07249       358588992        9.578518        4.986119       23.730000       10
  UGC07267     10758117376       72.949280        8.517722       78.820000       10
  UGC07271        98926160       79.845985        7.590494        7.500000        8
  UGC07300        47067660        6.267062        3.159808        9.700000       10
  UGC07301       447021824       17.335035        7.174199       21.469999        8
  UGC07332       258367776        2.932875        4.220332       17.600000       10
  UGC07387      9842294784      177.441833       29.243420       47.160000       20
  UGC07394      1610888448       46.256924       11.164280       32.150002        8
  UGC07396      1257667584       45.947388        9.134171       28.110001        8
  UGC07408       150105312       12.523584        4.719134        6.700000       10
