#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC5173                 | UGC08468,SDSSJ132825.28+463529.9,SDSSJ132825.27+463529.9,PGC047257,NPM1G+46.0259,NGC5173,MCG+08-25-005,LGG352:[G93]002,CGCG246-003,2MASXJ13282527+4635296                                                                                                                                                                                           |     47257 |  32.94 |    NaN |   13.47369 |   46.59161 |     2421 |        2 |     2428 |        6 |     2661 |    NaN |   25.8 |     0.02 |     0.03 | E     |      |       |           |             |  -4.7 |   1.1 |     1.04 |     0.04 |  80.48 |   6.92 | 185.01 |  17.49 |  15.66 |   0.21 |    NaN |   0.12 |  13.24 |    NaN |    NaN |  12.27 |
  NGC5205                 | UGC08501,SDSSJ133003.59+623041.7,SDSSJ133003.58+623041.6,SDSSJ133003.57+623041.6,SDSSJ133003.57+623041.5,PGC047425,NGC5205,MCG+11-17-003,IRAS13283+6245,CGCG316-017,2MASXJ13300369+6230415                                                                                                                                                          |     47425 |  32.38 |  32.63 |   13.50100 |   62.51154 |     1760 |        2 |     1765 |        5 |     2034 |  167.9 |   56.0 |     0.23 |     0.03 | SBbc  | B    | R     |           |             |   4.0 |   1.4 |     1.20 |     0.04 | 112.87 |   2.72 | 136.08 |   3.36 |  14.70 |   0.12 |  13.79 |   0.10 |  13.09 |    NaN |    NaN |  12.05 |
  UGC08516                | UGC08516,SDSSJ133152.55+200003.8,SDSSJ133152.54+200003.7,SDSSJ133152.53+200003.7,PGC047577,MCG+03-35-001,KUG1329+202,KIG0590,IRAS13294+2015,CGCG102-004,AGC008516,2MASXJ13315259+2000042                                                                                                                                                            |     47577 |  31.18 |    NaN |   13.53127 |   20.00107 |     1016 |        2 |     1022 |        3 |     1160 |   35.0 |   48.9 |     0.17 |     0.02 | Sc    |      |       |           |             |   5.9 |   0.5 |     1.07 |     0.04 |  45.50 |   0.85 |  60.41 |   1.17 |  15.94 |   0.10 |  13.51 |   0.13 |  13.51 |    NaN |    NaN |  13.04 |
  NGC5229                 | UGC08550,SDSSJ133402.91+475455.0,RFGC2594,PGC047788,NGC5229,MCG+08-25-019,LGG347:[G93]010,FGC1638,CGCG246-013,2MFGC10921,2MASXJ13340283+4754556                                                                                                                                                                                                     |     47788 |  29.94 |  30.14 |   13.56747 |   47.91537 |      392 |       10 |      361 |        4 |      636 |  168.6 |   76.9 |     0.56 |     0.03 | SBcd  | B    |       |           |             |   6.7 |   0.7 |     1.36 |     0.04 |  55.42 |   1.66 |  56.89 |   1.71 |  14.24 |   0.14 |    NaN |   0.08 |  13.41 |    NaN |   0.35 |  13.98 |
  UGC08693                | UGC08693,SDSSJ134428.38+351133.7,PGC048690,MCG+06-30-076,KUG1342+354A,CGCG190-045,AGC008693,2MASXJ13442841+3511322                                                                                                                                                                                                                                  |     48690 |  32.94 |  33.08 |   13.74121 |   35.19265 |     2439 |        8 |     2438 |        5 |     2647 |  169.6 |   63.4 |     0.31 |     0.03 | Sbc   |      |       |           |             |   4.2 |   1.1 |     1.07 |     0.04 | 106.60 |   3.49 | 119.18 |   3.95 |  15.14 |   0.30 |    NaN |   0.06 |  13.98 |    NaN |    NaN |  13.23 |
  NGC5289                 | UGC08699,SDSSJ134508.71+413012.2,PGC048749,NGC5289,MCG+07-28-058,LGG361:[G93]001,IRAS13430+4145,CGCG218-042,2MFGC11092,2MASXJ13450866+4130118                                                                                                                                                                                                       |     48749 |  33.01 |  33.23 |   13.75241 |   41.50330 |     2519 |        5 |     2520 |        4 |     2748 |  100.0 |   85.3 |     0.52 |     0.03 | SABa  | B    | R     |           |             |   2.0 |   0.3 |     1.37 |     0.04 | 168.86 |   5.14 | 169.43 |   5.18 |  15.23 |   0.14 |    NaN |   0.04 |  13.29 |    NaN |   0.85 |  12.36 |
  NGC5337                 | UGC08789,SDSSJ135223.02+394114.3,SDSSJ135223.02+394114.2,PGC049275,NGC5337,MCG+07-29-004,LGG363:[G93]001,CGCG219-012,2MASXJ13522304+3941140                                                                                                                                                                                                         |     49275 |  32.66 |  33.51 |   13.87306 |   39.68725 |     2127 |        2 |     2132 |        5 |     2351 |   22.5 |   66.8 |     0.32 |     0.05 | SBab  | B    | R     |           |             |   1.7 |   1.2 |     1.22 |     0.06 | 154.30 |   5.78 | 167.82 |   6.38 |  16.12 |   0.11 |    NaN |   0.06 |  13.02 |    NaN |    NaN |  12.29 |
  NGC5338                 | UGC08800,SDSSJ135326.55+051228.0,SDSSJ135326.55+051227.9,SDSSJ135326.54+051227.9,PGC049353,NGC5338,MCG+01-35-048,LGG362:[G93]007,CGCG045-132,AGC008800,2MASXJ13532652+0512280                                                                                                                                                                       |     49353 |  30.60 |  30.52 |   13.89071 |    5.20776 |      809 |        4 |      822 |        5 |      891 |   98.1 |   90.0 |     0.36 |     0.03 | S0    | B    |       |           |             |  -2.0 |   0.5 |     1.29 |     0.04 |  80.71 |   4.86 |  80.71 |    NaN |  17.55 |   0.21 |    NaN |   0.12 |  13.90 |    NaN |    NaN |  12.55 |
  NGC5360                 | UGC08838,SDSSJ135538.75+045906.2,SDSSJ135538.75+045906.1,SDSSJ135538.74+045906.1,PGC049513,NGC5360,MCG+01-36-001,LGG362:[G93]003,CGCG046-003,AGC008838,2MFGC11242,2MASXJ13553867+0459050                                                                                                                                                            |     49513 |  31.32 |    NaN |   13.92743 |    4.98499 |     1176 |        4 |     1170 |        4 |     1257 |   62.7 |   62.3 |     0.25 |     0.03 | S0-a  | B    |       |           |             |   0.1 |   1.0 |     1.04 |     0.05 |  33.34 |   1.86 |  37.66 |   2.12 |  17.77 |   0.23 |    NaN |   0.13 |  14.72 |    NaN |    NaN |  14.36 |
  UGC08851                | UGC08851,SDSSJ135538.21+394258.5,SDSSJ135538.20+394258.5,SDSSJ135538.20+394258.4,SDSSJ135538.14+394258.4,PGC049519,MCG+07-29-019                                                                                                                                                                                                                    |     49519 |  32.25 |    NaN |   13.92727 |   39.71627 |     1693 |        6 |     1699 |        7 |     1918 |    NaN |   84.9 |     0.37 |     0.05 | Sd    | B    |       |           |             |   7.9 |   0.9 |     1.06 |     0.08 |  65.10 |   3.26 |  65.36 |   3.30 |  15.42 |   0.22 |    NaN |   0.06 |  15.51 |    NaN |    NaN |  15.40 |
  NGC5375                 | [WTK2001]J135655.91+290953.0,UGC08865,SDSSJ135656.00+290951.8,SDSSJ135656.00+290951.7,SDSSJ135655.99+290951.7,PGC049604,NGC5375,MCG+05-33-027,KUG1354+294,KIG0605,IRAS13546+2924,CGCG162-035,AGC008865,2MIG1919,2MASXJ13565598+2909514                                                                                                              |     49604 |  32.87 |    NaN |   13.94889 |   29.16446 |     2375 |        3 |     2385 |        3 |     2564 |  178.7 |   44.8 |     0.13 |     0.02 | SBab  | B    | R     |           |             |   2.5 |   0.7 |     1.37 |     0.03 | 129.45 |   3.15 | 183.75 |   4.68 |  15.19 |   0.12 |    NaN |   0.09 |  12.53 |    NaN |    NaN |  11.73 |
  UGC08899                | UGC08899,SDSSJ135855.32+215918.6,SDSSJ135855.32+215918.5,PGC049763,KUG1356+222,CGCG132-066,AGC008899,2MASXJ13585560+2159176                                                                                                                                                                                                                         |     49763 |  33.22 |  33.45 |   13.98205 |   21.98848 |     2850 |        2 |     2854 |        4 |     3010 |   93.2 |   81.3 |     0.57 |     0.03 | Sbc   |      |       |           |             |   4.0 |   0.4 |     1.03 |     0.04 |  83.14 |   2.81 |  84.10 |   2.85 |  14.92 |   0.27 |    NaN |   0.10 |  14.76 |    NaN |    NaN |  14.88 |
  NGC5425                 | UGC08933,SDSSJ140047.68+482637.9,SDSSJ140047.67+482637.9,SDSSJ140047.67+482637.8,PGC049889,NGC5425,MCG+08-26-001,LGG372:[G93]001,IRAS13588+4841,CGCG247-002,2MFGC11336,2MASXJ14004767+4826378                                                                                                                                                       |     49889 |  32.66 |  32.55 |   14.01324 |   48.44387 |     2074 |        4 |     2072 |        4 |     2325 |  126.7 |   77.2 |     0.56 |     0.03 | Sc    |      |       |           |             |   6.5 |   0.7 |     1.20 |     0.04 | 102.93 |   3.57 | 105.57 |   3.67 |  15.35 |   0.12 |    NaN |   0.08 |  13.23 |    NaN |    NaN |  13.28 |
  NGC5443                 | UGC08958,SDSSJ140211.80+554850.5,SDSSJ140211.80+554850.4,SDSSJ140211.79+554850.6,SDSSJ140211.79+554850.5,SDSSJ140211.79+554850.4,PGC049993,NGC5443,MCG+09-23-026,LGG373:[G93]002,IRAS14004+5603,CGCG272-020,2MASXJ14021182+5548505                                                                                                                  |     49993 |  32.38 |  32.51 |   14.03661 |   55.81408 |     1797 |        2 |     1803 |        4 |     2064 |   31.3 |   77.4 |     0.47 |     0.03 | Sb    | B    |       |           |             |   2.8 |   0.7 |     1.23 |     0.04 | 160.04 |   5.75 | 163.97 |   5.91 |  15.72 |   0.09 |  13.80 |   0.06 |  12.55 |    NaN |    NaN |  11.64 |
  NGC5480                 | UGC09026,SDSSJ140621.58+504330.4,SDSSJ140621.58+504330.2,SDSSJ140621.57+504330.3,SDSSJ140621.57+504330.2,PGC050312,NGC5480,MCG+09-23-035,LGG372:[G93]004,KPG416A,IRAS14045+5057,CGCG272-027,2MASXJ14062152+5043299                                                                                                                                  |     50312 |  32.51 |    NaN |   14.10599 |   50.72510 |     1906 |        9 |     1874 |        5 |     2164 |  177.0 |   41.5 |     0.12 |     0.03 | Sc    |      |       | M         |             |   4.9 |   0.5 |     1.22 |     0.03 | 101.55 |   4.71 | 153.35 |   7.36 |  15.18 |   0.11 |  11.52 |   0.08 |  12.56 |    NaN |    NaN |  11.67 |
  NGC5481                 | UGC09029,SDSSJ140641.26+504323.8,PGC050331,NGC5481,MCG+09-23-036,LGG372:[G93]005,KPG416B,CGCG272-028,2MASXJ14064121+5043239                                                                                                                                                                                                                         |     50331 |  32.51 |    NaN |   14.11146 |   50.72329 |     1898 |       39 |     1883 |       12 |     2155 |  113.2 |   63.9 |     0.16 |     0.03 | E     |      |       |           |             |  -3.9 |   1.0 |     1.25 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  13.21 |    NaN |    NaN |    NaN |
  UGC09056                | UGC09056,SDSSJ140921.80+490214.9,SDSSJ140921.76+490215.2,PGC050509,MCG+08-26-005,LGG372:[G93]003,IRAS14074+4916,CGCG247-006,2MFGC11477,2MASXJ14092132+4902197                                                                                                                                                                                       |     50509 |  32.62 |  32.05 |   14.15601 |   49.03792 |     2040 |        4 |     2014 |        6 |     2294 |  139.5 |   73.7 |     0.49 |     0.03 | Scd   |      |       |           |             |   7.0 |   2.0 |     1.06 |     0.05 |  77.52 |   3.34 |  80.78 |   3.50 |  15.69 |   0.27 |    NaN |   0.14 |  13.57 |    NaN |    NaN |  13.88 |
  NGC5492                 | UGC09065,SDSSJ141035.23+193644.0,SDSSJ141035.23+193643.9,PGC050613,NGC5492,MCG+03-36-074,IRAS14082+1950,EONJ212.647+19.612,EGISJ141035.2+193644,CGCG103-106,AGC009065,2MFGC11497,2MASXJ14103518+1936444                                                                                                                                             |     50613 |  32.73 |    NaN |   14.17645 |   19.61225 |     2260 |        3 |     2269 |        4 |     2413 |  150.8 |   90.0 |     0.62 |     0.06 | Sb    |      |       |           |             |   3.1 |   0.5 |     1.20 |     0.08 | 160.68 |   4.33 | 160.68 |    NaN |  14.67 |   0.23 |  12.98 |   0.17 |  12.77 |    NaN |    NaN |  12.50 |
  NGC5600                 | UGC09220,SDSSJ142349.51+143819.5,PGC051422,NGC5600,MCG+03-37-013,KUG1421+148,IRAS14214+1451,HIPASSJ1423+14,CGCG104-015,ARK449,AGC009220,8ZW410,2MASXJ14234954+1438194                                                                                                                                                                               |     51422 |  32.77 |    NaN |   14.39709 |   14.63875 |     2313 |        3 |     2312 |        4 |     2447 |    NaN |   10.5 |     0.01 |     0.04 | SABc  | B    |       |           |             |   4.8 |   0.6 |     1.20 |     0.06 |  29.18 |   1.76 | 159.67 |  17.82 |  15.45 |   0.21 |  11.22 |   0.09 |  12.80 |  -0.10 |   0.48 |    NaN |
  UGC09274                | [MU2012]J1428+21A,VV371,UGC09274,SDSSJ142801.99+211810.2,PGC051655,MCG+04-34-031,HIPASSJ1428+21,CGCG133-061,AGC009274,2MFGC11735,2MASXJ14280275+2118143                                                                                                                                                                                             |     51655 |  31.45 |    NaN |   14.46733 |   21.30334 |     1147 |        7 |     1148 |        4 |     1311 |   46.3 |   55.9 |     0.23 |     0.02 | SBc   | B    |       |           |             |   5.3 |   1.8 |     1.19 |     0.04 |  43.95 |   2.84 |  53.11 |   3.46 |  15.87 |   0.23 |    NaN |   0.18 |  13.83 |    NaN |    NaN |  13.55 |
  NGC5636                 | UGC09304,SDSSJ142939.02+031558.7,SDSSJ142939.02+031558.6,SDSSJ142939.01+031558.7,SDSSJ142939.01+031558.6,PGC051785,NGC5636,MCG+01-37-017,LGG386:[G93]014,CGCG047-062,2MASXJ14293905+0315583                                                                                                                                                         |     51785 |  32.02 |    NaN |   14.49417 |    3.26630 |     1651 |        3 |     1664 |       10 |     1734 |   55.6 |   55.5 |     0.19 |     0.03 | S0-a  | B    | R     |           |             |  -0.3 |   1.0 |     1.14 |     0.04 | 154.27 |   7.82 | 187.18 |   9.64 |  17.34 |   0.18 |    NaN |   0.14 |  13.68 |    NaN |    NaN |  12.73 |
  UGC09345                | UGC09345,SDSSJ143144.17+060929.3,SDSSJ143144.16+060929.3,RFGC2793,PGC051909,FGC1762,CGCG047-079,AGC009345                                                                                                                                                                                                                                           |     51909 |  32.73 |  34.10 |   14.52894 |    6.15815 |     2302 |        5 |     2328 |        5 |     2398 |  142.2 |   90.0 |     0.77 |     0.03 | Sc    |      |       |           |             |   6.5 |   0.7 |     1.03 |     0.04 |  82.00 |   3.33 |  82.00 |    NaN |  15.95 |   0.19 |    NaN |   0.14 |  14.24 |    NaN |    NaN |  14.89 |
  NGC5665                 | VV412,UGC09352,SDSSJ143225.74+080443.1,PGC051953,NGC5665,MCG+01-37-024,KUG1429+082,IRAS14299+0817,CGCG047-084,ARP049,AGC009352,2MASXJ14322579+0804424                                                                                                                                                                                               |     51953 |  32.66 |  31.20 |   14.54049 |    8.07857 |     2234 |        5 |     2218 |        4 |     2340 |  149.8 |   53.1 |     0.21 |     0.02 | Sc    | B    | R     | M         |             |   5.0 |   0.4 |     1.27 |     0.03 | 104.00 |   1.69 | 129.99 |   2.19 |  15.52 |   0.10 |  11.06 |   0.11 |  12.26 |    NaN |    NaN |  11.81 |
  UGC09356                | UGC09356,SDSSJ143253.53+113542.2,SDSSJ143253.52+113542.1,PGC1395946,PGC051984,MCG+02-37-022,KUG1430+118,IRAS14304+1148,HIPASSJ1432+11,CGCG075-065,AGC009356,2MASXJ14325352+1135414                                                                                                                                                                  |     51984 |  32.66 |    NaN |   14.54821 |   11.59502 |     2226 |        2 |     2226 |        3 |     2348 |  101.6 |   60.0 |     0.28 |     0.03 | SABc  | B    |       |           |             |   4.7 |   1.3 |     1.02 |     0.04 | 104.28 |   2.78 | 120.35 |   3.26 |  14.37 |   0.13 |    NaN |   0.11 |  14.07 |    NaN |    NaN |  12.78 |
  NGC5708                 | UGC09430,SDSSJ143816.28+402724.2,PGC052315,NGC5708,MCG+07-30-044,IRAS14363+4040,CGCG220-042,2MIG2009,2MASXJ14381625+4027243                                                                                                                                                                                                                         |     52315 |  33.16 |  32.41 |   14.63785 |   40.45672 |     2713 |        4 |     2722 |        5 |     2949 |  177.0 |   90.0 |     0.44 |     0.03 | Scd   |      | R     |           |             |   7.5 |   1.3 |     1.19 |     0.04 | 111.25 |   5.14 | 111.25 |    NaN |  15.75 |   0.23 |  12.91 |   0.06 |  12.97 |    NaN |    NaN |  12.71 |
  NGC5731                 | UGC09460,SDSSJ144009.21+424646.4,SDSSJ144009.21+424646.3,SDSSJ144009.20+424646.3,PGC052409,NGC5731,MCG+07-30-047,KPG430B,IRAS14382+4259,CGCG220-045,2MASXJ14400926+4246463                                                                                                                                                                          |     52409 |  33.04 |    NaN |   14.66923 |   42.77954 |     2515 |        4 |     2544 |        9 |     2758 |  115.2 |   82.1 |     0.61 |     0.04 | Sc    |      |       |           |             |   4.9 |   1.9 |     1.18 |     0.06 |  85.03 |   5.14 |  85.84 |   5.20 |  14.74 |   0.20 |    NaN |   0.07 |  13.05 |    NaN |    NaN |  13.55 |
  NGC5762                 | UGC09535,SDSSJ144842.57+122726.0,SDSSJ144842.57+122725.9,PGC052887,NGC5762,MCG+02-38-014,HIPASSJ1448+12,CGCG076-063,AGC009535,ADBSJ144842+1226,2MASXJ14484256+1227254                                                                                                                                                                               |     52887 |  32.25 |    NaN |   14.81182 |   12.45719 |     1782 |        3 |     1794 |        4 |     1912 |  141.5 |   46.6 |     0.14 |     0.03 | Sab   |      |       |           |             |   2.0 |   1.4 |     1.13 |     0.04 |  80.85 |   1.71 | 111.31 |   2.48 |  14.96 |   0.14 |    NaN |   0.14 |  13.95 |    NaN |    NaN |  12.92 |
  IC1066                  | UGC09573,SDSSJ145302.86+031745.8,SDSSJ145302.85+031745.8,SDSSJ145302.85+031745.7,SDSSJ145302.85+031745.6,PGC053176,MCG+01-38-009,LGG387:[G93]001,IRAS14505+0330,IC1066,CGCG048-049,2MASXJ14530282+0317451                                                                                                                                           |     53176 |  31.92 |    NaN |   14.88413 |    3.29602 |     1566 |        3 |     1576 |        6 |     1654 |   68.6 |   59.9 |     0.26 |     0.02 | SABb  | B    |       |           |             |   3.2 |   1.7 |     1.08 |     0.04 |  89.62 |   2.83 | 103.58 |   3.32 |  15.19 |   0.35 |    NaN |   0.21 |  13.63 |    NaN |    NaN |  12.88 |
  UGC09665                | UGC09665,SDSSJ150132.46+481911.0,SDSSJ150132.46+481910.9,SDSSJ150132.45+481911.0,PGC053657,MCG+08-27-054,KUG1459+485B,IRAS14598+4830,CGCG248-045,2MFGC12177,2MASXJ15013244+4819116                                                                                                                                                                  |     53657 |  33.07 |  32.74 |   15.02568 |   48.31979 |     2558 |        2 |     2560 |        5 |     2818 |  143.0 |   90.0 |     0.65 |     0.03 | Sbc   |      |       | M         |             |   4.0 |   0.3 |     1.23 |     0.04 | 135.89 |   6.44 | 135.89 |    NaN |  14.45 |   0.34 |  12.35 |   0.10 |  13.54 |    NaN |    NaN |  13.04 |
  UGC09682                | [FN2007]2005,UGC09682,SDSSJ150430.15-005104.7,PGC053802,MCG+00-38-021,HIPASSJ1504-00,CGCG020-055,6dFJ1504302-005105                                                                                                                                                                                                                                 |     53802 |  32.21 |  32.94 |   15.07505 |   -0.85140 |     1820 |        3 |     1820 |        5 |     1889 |  172.3 |   90.0 |     0.60 |     0.03 | SBd   | B    |       |           |             |   8.5 |   1.3 |     1.21 |     0.04 |  84.89 |   2.53 |  84.89 |    NaN |  15.46 |   0.09 |    NaN |   0.27 |  14.02 |    NaN |    NaN |    NaN |
  UGC09703                | UGC09703,SDSSJ150526.35+463354.2,SDSSJ150526.35+463354.1,SDSSJ150526.34+463354.2,SDSSJ150526.34+463354.1,SDSSJ150526.08+463358.7,PGC053861,MCG+08-27-064,IRAS15037+4645,CGCG249-004,CGCG248-054,2MFGC12224,2MASXJ15052627+4633551                                                                                                                   |     53861 |  33.04 |  32.29 |   15.09064 |   46.56527 |     2506 |        4 |     2496 |        4 |     2763 |  166.0 |   83.8 |     0.53 |     0.03 | Sab   |      |       |           |             |   2.3 |   1.5 |     1.08 |     0.04 | 116.85 |   5.79 | 117.54 |   5.84 |  15.87 |   0.20 |  13.31 |   0.09 |  14.17 |    NaN |    NaN |  13.51 |
  NGC5864                 | UGC09740,SDSSJ150933.56+030309.9,PGC054111,NGC5864,NGC5846:[MTT2005]299,MCG+01-39-002,LGG393:[G93]006,CGCG049-015,2MASXJ15093354+0303098                                                                                                                                                                                                            |     54111 |  32.21 |    NaN |   15.15933 |    3.05274 |     1802 |       21 |     1850 |        8 |     1892 |   67.0 |   90.0 |     0.51 |     0.05 | S0    | B    | R     |           |             |  -1.6 |   1.0 |     1.40 |     0.06 | 265.87 |  20.99 | 265.87 |    NaN |  17.24 |   0.42 |    NaN |   0.20 |  12.50 |    NaN |    NaN |  11.24 |
  UGC09751                | UGC09751,SDSSJ151058.44+012616.0,SDSSJ151058.44+012615.9,SDSSJ151058.43+012616.0,PGC054171,NGC5846:[MTT2005]311,LGG393:[G93]009,EONJ227.743+01.438,EGISJ151058.4+012616,CGCG021-032,AGC009751                                                                                                                                                       |     54171 |  31.92 |    NaN |   15.18290 |    1.43772 |     1556 |        6 |     1550 |        5 |     1638 |  119.7 |   78.8 |     0.58 |     0.03 | Sc    |      |       |           |             |   6.1 |   0.7 |     1.09 |     0.04 |  58.41 |   2.88 |  59.55 |   2.94 |  17.07 |   0.18 |    NaN |   0.19 |  14.83 |    NaN |    NaN |  15.05 |
  UGC09760                | UGC09760,SDSSJ151202.18+014151.4,RFGC2928,PGC1203113,PGC054262,NGC5846:[MTT2005]321,MCG+00-39-011,LGG393:[G93]007,HIPASSJ1512+01,FGC1863,CGCG021-041,AGC009760                                                                                                                                                                                      |     54262 |  32.43 |  32.25 |   15.20066 |    1.69805 |     2022 |        2 |     2022 |        3 |     2106 |   59.6 |   85.1 |     0.73 |     0.04 | SBcd  | B    |       |           |             |   6.6 |   0.8 |     1.25 |     0.04 |  61.76 |   1.51 |  61.99 |   1.52 |  15.21 |   0.15 |    NaN |   0.22 |  13.57 |    NaN |    NaN |  14.27 |
  UGC09816                | UGC09816,SDSSJ151848.04+592744.7,SDSSJ151848.02+592744.7,SDSSJ151848.01+592744.5,SDSSJ151848.01+592744.4,SDSSJ151847.98+592744.7,PGC054648,MCG+10-22-012,2MASXJ15184784+5927456                                                                                                                                                                     |     54648 |  30.78 |    NaN |   15.31334 |   59.46238 |      681 |        2 |      660 |       10 |      963 |   61.3 |   90.0 |     0.43 |     0.03 | I     |      |       |           |             |   9.7 |   1.0 |     1.09 |     0.04 |  37.13 |   2.93 |  37.13 |    NaN |  16.18 |   0.25 |    NaN |   0.06 |  14.68 |    NaN |    NaN |  14.71 |
  NGC5913                 | UGC09818,SDSSJ152055.43-023440.5,SDSSJ152055.43-023440.3,PGC054761,NGC5913,MCG+00-39-021,KIG0669,IRAS15183-0223,CGCG021-079,6dFJ1520554-023441,2MIG2092,2MASXJ15205543-0234409                                                                                                                                                                      |     54761 |  32.38 |  32.76 |   15.34873 |   -2.57793 |     2005 |        4 |     2006 |        5 |     2069 |  172.6 |   74.9 |     0.39 |     0.03 | Sa    | B    | R     | M         |             |   1.2 |   0.8 |     1.27 |     0.03 | 165.09 |   5.71 | 170.97 |   5.95 |  16.25 |   0.09 |  12.30 |   0.94 |  12.79 |    NaN |    NaN |  11.82 |
  UGC09837                | [RC2]A1522+58,UGC09837,SDSSJ152351.67+580310.7,SDSSJ152351.67+580310.6,SDSSJ152351.66+580310.7,SDSSJ152351.65+580310.8,SDSSJ152351.64+580310.4,PGC054976,MCG+10-22-013,CGCG297-012,2MASXJ15235173+5803112                                                                                                                                           |     54976 |  33.16 |    NaN |   15.39769 |   58.05298 |     2660 |        2 |     2657 |        5 |     2941 |    NaN |   23.2 |     0.04 |     0.04 | SABc  | B    |       | M         |             |   5.3 |   0.6 |     1.23 |     0.06 |  70.66 |   1.93 | 179.19 |   6.74 |  15.07 |   0.11 |    NaN |   0.07 |  13.69 |    NaN |   0.40 |  13.59 |
  UGC09856                | UGC09856,SDSSJ152630.30+411722.3,SDSSJ152630.29+411722.3,SDSSJ152629.65+411735.4,RFGC2978,PGC055097,MCG+07-32-008,LGG399:[G93]005,FGC1901,EONJ231.620+41.292,EGISJ152629.8+411732,CGCG222-008                                                                                                                                                       |     55097 |  33.01 |  32.92 |   15.44168 |   41.29088 |     2478 |        4 |     2494 |        4 |     2724 |  151.2 |   90.0 |     0.92 |     0.03 | Sc    |      |       |           |             |   6.4 |   1.0 |     1.27 |     0.03 |  86.57 |   3.11 |  86.57 |    NaN |  15.80 |   0.09 |    NaN |   0.11 |  13.64 |    NaN |    NaN |  14.19 |
  NGC5949                 | UGC09866,SDSSJ152800.66+644547.4,PGC055165,NGC5949,MCG+11-19-008,KIG0682,IRAS15273+6456,CGCG319-016,2MIG2112,2MASXJ15280067+6445473                                                                                                                                                                                                                 |     55165 |  30.18 |  30.58 |   15.46685 |   64.76315 |      428 |       10 |      427 |        4 |      717 |  148.1 |   69.1 |     0.38 |     0.03 | Sbc   |      | R     |           |             |   4.0 |   0.3 |     1.27 |     0.03 |  80.54 |   2.49 |  86.22 |   2.68 |  15.76 |   0.11 |  12.58 |   0.10 |  12.16 |    NaN |    NaN |  11.03 |
  NGC5950                 | UGC09884,SDSSJ153130.84+402548.1,SDSSJ153130.80+402548.1,SDSSJ153130.79+402548.1,SDSSJ153130.71+402548.0,PGC055305,NGC5950,MCG+07-32-021,IRAS15296+4036,CGCG222-020,2MASXJ15313082+4025485                                                                                                                                                          |     55305 |  33.10 |  32.44 |   15.52522 |   40.43006 |     2615 |        4 |     2598 |        6 |     2859 |   37.8 |   63.3 |     0.30 |     0.02 | SBb   | B    | R     | M         |             |   3.2 |   0.6 |     1.10 |     0.04 | 187.40 |   8.83 | 209.72 |   9.95 |  15.70 |   0.09 |  13.53 |   0.12 |  14.03 |    NaN |    NaN |  13.24 |
  IC1125                  | VV723,UGC09888,SDSSJ153305.62-013741.6,SDSSJ153305.61-013741.7,SDSSJ153305.61-013741.6,PGC055388,MCG+00-40-003,KPG467A,KPG467,IRAS15305-0127,IC1125,HIPASSJ1533-01,CGCG022-012,6dFJ1533056-013742,2MASXJ15330561-0137417                                                                                                                            |     55388 |  33.10 |  32.34 |   15.55156 |   -1.62825 |     2794 |        3 |     2796 |        4 |     2865 |  153.4 |   68.5 |     0.27 |     0.03 | Scd   | B    |       | M         |             |   7.2 |   1.7 |     1.21 |     0.03 |  96.52 |   2.47 | 103.77 |   2.70 |  15.19 |   0.16 |  13.13 |   0.66 |  13.11 |    NaN |    NaN |  12.49 |
  NGC5951                 | UGC09895,SDSSJ153343.07+150026.1,SDSSJ153343.04+150025.7,PGC055435,NGC5951,MCG+03-40-003,LGG400:[G93]001,IRAS15313+1510,HIPASSJ1533+15,CGCG107-003,AGC009895,2MFGC12548,2MASXJ15334307+1500262                                                                                                                                                      |     55435 |  32.25 |  32.09 |   15.56196 |   15.00722 |     1779 |        2 |     1779 |        2 |     1928 |    4.1 |   84.6 |     0.66 |     0.02 | SBc   | B    |       |           |             |   5.2 |   0.5 |     1.48 |     0.03 | 120.69 |   2.11 | 121.23 |   2.12 |  14.46 |   0.09 |  13.38 |   0.21 |  12.38 |    NaN |    NaN |  12.46 |
  NGC5958                 | UGC09909,SDSSJ153449.14+283919.0,SDSSJ153449.14+283918.9,PGC055494,NGC5958,MCG+05-37-003,IRAS15327+2849,CGCG166-009,AGC009909,2MASXJ15344912+2839184                                                                                                                                                                                                |     55494 |  32.55 |    NaN |   15.58032 |   28.65531 |     2011 |        2 |     2016 |        5 |     2217 |    NaN |   22.4 |     0.03 |     0.04 | SABc  | B    |       |           |             |   4.7 |   0.9 |     1.03 |     0.09 |  77.09 |   3.98 | 202.63 |  12.70 |  15.80 |   0.09 |  12.20 |   0.11 |  13.18 |    NaN |    NaN |  12.59 |
